latitude,longitude
6726127.142704254,11462472.84930914
6725798.386258809,11462566.635524437
6725703.535923037,11462748.69330289
6725631.959747603,11462932.125536148
6724816.405358417,11465072.688159717
6724719.923924352,11465347.522738812
6724619.759015154,11465582.239435373
6724517.973519996,11465823.091016084
6724441.882831385,11466117.874601806
6724345.134777339,11466398.46903906
6724247.524210884,11466663.469292928
6724148.828293535,11466931.39860046
6724054.075366829,11467207.754516121
6723955.541893744,11467502.134906678
6723864.992895383,11467770.455857668
6723771.150534883,11468003.26366604
6723702.3430678565,11468219.004072038
6723623.8934632335,11468471.914891165
6723534.210628283,11468739.688861981
6723432.655131481,11469029.559926575
6723327.023884599,11469316.459898839
6723235.948800569,11469579.624365814
6723148.088025363,11469838.034913145
6723049.599978166,11470119.719324965
6722951.641344059,11470402.916168252
6722862.075785581,11470674.187177397
6722765.815637219,11470938.188883858
6722672.664560013,11471218.479429862
6722570.08150944,11471506.860785784
6722466.889231031,11471800.454557702
6722362.328919989,11472090.344782842
6722260.386251745,11472371.36776535
6722161.70058535,11472642.804256367
6722061.8297450645,11472916.123593295
6721959.836601405,11473188.220826587
6721864.147239944,11473451.339332236
6721763.7348217955,11473710.286940675
6721646.880125943,11473976.804150298
6721578.613292945,11474247.14447024
6721494.365031658,11474501.095504155
6721399.44104947,11474773.22702462
6721301.891526645,11475065.380150037
6721206.632586075,11475340.77172826
6721105.152933933,11475597.657183979
6721046.742751746,11475859.577719111
6721110.616709089,11476722.751062613
6720839.171865886,11476779.177022455
6720574.400439095,11476748.170441888
6720334.756626046,11476770.213379974
6720063.038303825,11476815.655418051
6719710.813856604,11476877.317889653
6719303.453483955,11476935.992243407
6718959.26707653,11476972.540750878
6718629.584395513,11476974.533866882
6718320.81978421,11476955.598150281
6718008.450378575,11476936.985968724
6717688.676723368,11476916.38476238
6717365.287130657,11476897.015083315
6717049.608402153,11476878.812098492
6716733.122513665,11476862.2679047
6716405.879576194,11476847.8503955
6716079.212921231,11476829.782968584
6715746.622606057,11476809.635605834
6715413.739155089,11476795.115827676
6715089.102740551,11476783.746926628
6714766.717238713,11476797.485374346
6714438.168043209,11476855.66006171
6714130.902804824,11476957.04376833
6713830.2265406735,11477104.256243085
6713522.701715458,11477283.053234734
6713217.050118106,11477465.219386915
6712919.283396912,11477644.66131997
6712625.777289,11477818.880214326
6712330.366353842,11478025.567306887
6712202.123776542,11478119.0677014
6711976.011519481,11478213.515665354
6711752.416535657,11478319.286372287
6711533.936627925,11478409.058692174
6711269.691336125,11478495.624902878
6710956.8127337685,11478561.394956592
6710622.1942309,11478587.817552967
6710261.0970241185,11478574.651431993
6709891.627762878,11478510.82771409
6709521.42515406,11478408.430240205
6709173.521746384,11478292.798532551
6708836.5211307565,11478174.193762168
6708495.454971205,11478053.179325907
6708129.692191339,11477929.82872039
6707770.6297645485,11477808.925074384
6707411.787508633,11477684.603891024
6707057.381660468,11477562.025895387
6706705.021408818,11477443.69029496
6706358.279151216,11477323.860779403
6706022.664398258,11477208.661991095
6705692.613125088,11477096.7787084
6705338.981461061,11476973.350354142
6704979.625472167,11476848.69910251
6704652.945869139,11476739.239462579
6704338.944476006,11476632.306830628
6704014.014269843,11476520.151805954
6703668.573953125,11476403.03761008
6703321.491800445,11476282.369269334
6702973.026513051,11476162.412220722
6702629.58226011,11476045.147890106
6702280.294190422,11475929.310309358
6701911.609142806,11475827.385508845
6701545.277171749,11475754.366045708
6701174.975433523,11475721.070851672
6700801.540242484,11475708.555416806
6700429.546050508,11475699.854565121
6700057.364841057,11475671.78136589
6699692.59137877,11475607.084318867
6699335.982122522,11475504.777546016
6698986.744179485,11475378.541375557
6698646.781668505,11475250.731906753
6698325.682855015,11475128.508612562
6697978.15864515,11474998.7944198
6697612.883007353,11474861.948188359
6697247.980893496,11474730.953917531
6696896.166172671,11474602.495990586
6696555.642313028,11474474.443431668
6696219.057778115,11474345.501058249
6695873.645686572,11474217.284155916
6695521.430482881,11474089.404546792
6695160.799414553,11473961.363307634
6694790.839546919,11473844.52147474
6694419.623030725,11473743.880078422
6694044.297174201,11473654.507032415
6693673.056744344,11473579.189153947
6693304.338783792,11473516.425230898
6692934.8772983095,11473455.556322342
6692572.708637729,11473395.732571153
6692246.138441368,11473343.928226743
6691913.162168255,11473286.081359854
6691548.980387592,11473223.938103225
6691164.17265611,11473159.246761696
6690757.17326417,11473093.659389082
6690353.555363648,11473026.20479217
6689957.973461463,11472958.348769598
6689569.997103542,11472895.12280674
6689185.843653457,11472829.06080342
6688775.530628473,11472759.94422658
6688355.198705628,11472693.5006969
6687949.135313174,11472624.478749402
6687548.663914124,11472557.205257496
6687140.351289907,11472489.371553056
6686721.805655791,11472428.727154788
6686296.16741914,11472389.363655627
6685879.11599018,11472370.12631218
6685467.995804429,11472369.28630765
6685052.966207298,11472389.360371364
6684630.140471183,11472428.782909337
6684217.707151029,11472486.759623308
6683807.94134595,11472562.322784366
6683413.1896725595,11472646.812691312
