latitude,longitude
6726849.621942613,11464253.697381709
6726767.331762403,11464477.483740546
6726969.919245068,11464591.439117795
6726985.1336367605,11464604.139750578
6727008.930135615,11464625.995007403
6727033.372501905,11464651.431442577
6727060.750403316,11464681.565584213
6727082.443464959,11464707.36605537
6727104.425922655,11464733.932712037
6727125.10440634,11464758.472116206
6727149.769035402,11464782.626545042
6727172.87599191,11464806.703286787
6727194.547278269,11464830.875430897
6727216.591684135,11464856.110215398
6727239.179258599,11464880.161586504
6727261.735616707,11464904.879623605
6727284.605399163,11464929.154277371
6727306.795601359,11464953.353381258
6727329.016917724,11464976.886203561
6727350.314631928,11464999.997227129
6727371.609589043,11465025.947482854
6727393.2660996765,11465049.03508934
6727414.044420153,11465072.120677967
6727434.296349594,11465094.637302557
6727460.484002056,11465122.378160287
6727484.506634248,11465146.336557202
6727504.782497186,11465167.644084845
6727525.232828919,11465190.087871198
6727550.862702937,11465217.926985798
6727568.793362125,11465239.994447442
6727592.546206132,11465258.59570274
6727619.886836589,11465286.020105248
6727639.231789827,11465306.363437282
6727658.813628989,11465326.510002188
6727677.862027254,11465345.544341734
6727699.018588263,11465364.016329264
6727719.828691311,11465392.65958026
6727741.193811439,11465408.762230134
6727761.398443238,11465424.639823953
6727780.794441514,11465439.72538933
6727805.58153866,11465454.997680817
6727825.28700004,11465466.257314853
6727848.665547167,11465477.57580704
6727867.851811309,11465488.809563052
6727885.992524178,11465499.448140992
6727902.965680861,11465509.318385629
6727921.200174305,11465517.957400156
6727936.785975073,11465525.503282227
6728037.931851386,11465596.51194596
6727884.66002149,11465874.635147875
6727742.835673133,11466060.242012937
6727665.127791114,11466083.779202143
6727722.807852869,11466030.641998079
6727699.466548871,11466004.481976258
6727702.712092842,11466001.53856026
6727662.417218197,11466020.38248589
6727689.625768763,11466031.803840404
6727699.243101615,11465997.634044684
6727688.658035899,11466002.344655763
6727726.010585453,11466037.014114805
6727905.166129953,11466066.755796555
6727939.807861107,11465833.824401503
6727933.956236057,11465804.13992422
6728078.419379984,11465984.506248351
6728120.798464494,11465854.395469908
6728010.296714164,11465789.081333596
6728016.382569432,11465559.779723926
6727928.783485804,11465347.562611124
6727778.708690731,11465270.228652462
6728043.675678746,11465265.41558631
6728136.218002766,11465019.494726114
6728102.666257531,11464828.393685853
6727859.807671787,11464720.76072872
6727661.960313728,11464633.816485865
6727474.0211624615,11464535.327659443
6727272.529745767,11464451.887307173
6727047.417866049,11464356.404946795
6726848.404661724,11464436.081342302
6726838.600928516,11464504.926127438
6727017.241046778,11464358.777475934
6727229.398144814,11464422.277782228
6727447.575903664,11464520.242100347
6727640.771722887,11464624.018731592
6727787.346450727,11464677.865932133
6727711.350563011,11464646.129554467
6727591.06320521,11464549.557259541
6727349.589137456,11464474.293024449
6727129.671803538,11464404.987935318
6726951.99272898,11464275.402576257
6726931.054510635,11464019.095277814
6726697.021157468,11464099.959124804
6726744.398894431,11463998.515255583
6726849.918202547,11464203.450078705
6726832.805426812,11464186.10581524
6726813.352441097,11464202.91922194
6726810.917327804,11464211.898546847
6726804.926693566,11464318.753505444
6726748.133435317,11464491.530696584
6726506.659621092,11464390.990473555
6726476.774831674,11464373.467400013
6726446.50245496,11464353.796162471
6726414.9022770375,11464333.307391627
6726385.436353498,11464317.266797813
6726356.779159042,11464302.018127866
6726327.442567495,11464286.693908637
6726298.46489736,11464271.346006863
6726269.432346215,11464257.873922447
6726240.74431444,11464243.292105913
6726212.666447526,11464229.575732091
6726184.5503694005,11464215.982786585
6726156.305122735,11464201.673888355
6726128.868602312,11464188.156844415
6726101.972916456,11464176.294828506
6726075.512682601,11464164.16245759
6726049.327604025,11464151.709989395
6726022.967858825,11464138.121893717
6725996.881072515,11464127.051959038
6725970.23694281,11464116.079491923
6725943.112010827,11464104.95787392
6725916.499057433,11464093.31928255
6725889.840676774,11464081.261112066
6725862.708715394,11464069.596777445
6725834.478626048,11464056.375094919
6725806.33235675,11464043.449873747
6725780.956510472,11464031.790011289
6725755.465923544,11464020.50014789
6725730.578269685,11464009.532631017
