latitude,longitude
6725448.472618848,11465655.89354054
6741454.484930246,11421749.941709539
6741676.160796859,11421751.081232538
6741894.65395532,11421713.875781305
6742118.484582358,11421688.654754907
6742351.605677396,11421729.20698373
6742552.469730572,11421706.51159011
6742806.4408898875,11421660.466243958
6743020.717575921,11421574.637634777
6743185.706259895,11421458.43096279
6743346.7179485215,11421351.724610873
6743559.393647315,11421458.024595318
6743810.766043077,11421424.517105648
6743994.564596261,11421371.063432762
6744153.725624262,11421519.350789422
6744355.717572236,11421390.577255303
6744599.011157224,11421395.83553513
6744813.857814563,11421493.790500656
6744878.08138732,11421657.927132988
6745038.798350247,11421830.258359903
6745128.979191437,11421982.900136288
6744929.663643023,11422173.564315045
6744815.840941013,11422426.07772987
6744888.90696758,11422562.498906927
6745090.878644055,11422452.387926664
6745296.861653543,11422650.96578085
6745474.285691168,11422542.020786092
6745059.988793666,11422469.428099826
6744990.898239425,11422474.312449276
6745261.44358435,11422710.749641469
6745220.929629995,11422804.949449774
6745199.211207875,11422898.686168015
6745340.365134901,11423084.436631931
6745394.907155035,11423277.41283854
6745344.954730131,11423391.06553647
6745293.331290746,11423464.556885926
6745266.425717423,11423509.362889612
6745343.829772508,11423413.972340865
6745356.3476142,11423395.613635708
6745352.713247191,11423508.272028824
6745568.406806312,11423508.799558887
6745727.64868951,11423370.538777586
6745792.007562221,11423093.09713175
6746006.42785639,11423090.796668382
6746200.943839552,11423167.939075422
6746284.028991247,11423270.721305283
6746368.596186113,11423467.500023263
6746557.679380557,11423597.198439451
6746569.0384341935,11423786.565690944
6746799.81629481,11423903.55160583
6747020.739725473,11423955.230629204
6747130.054534497,11424102.937552776
6747151.6008683955,11424327.920227546
6747240.460817901,11424499.181349931
6747369.935380664,11424707.91744105
6747434.935799579,11424729.077886024
6747305.940925355,11424954.477082938
6747343.664223311,11425153.53579368
6747339.168689954,11425394.968833836
6747509.2884620065,11425500.46211076
6747517.018023539,11425504.863332279
6747346.822520472,11425531.380632278
6747288.354337248,11425630.216234976
6747359.100592023,11425724.3312222
6747210.419058005,11425855.607537804
6747151.162719239,11426044.68531668
6747095.1357307285,11426315.128598632
6747135.137738324,11426492.07533094
6747108.737664454,11426728.626013922
6746999.914539228,11426924.320060583
6746881.986968128,11427132.669948112
6746798.095114002,11427360.669847775
6746588.71208421,11427446.08951128
6746421.684620369,11427559.797181414
6746351.749893654,11427763.71565807
6746259.110897683,11427957.770869868
6746127.471459942,11428156.113142388
6746074.274751686,11428388.15051126
6746104.232067838,11428628.68632093
6746001.060514299,11428828.21489993
6746066.748302483,11429063.392298996
6745926.946321387,11429219.026278384
6745757.379289938,11429379.085606439
6745630.014882172,11429542.301762443
6745666.876199497,11429808.474729538
6745645.069394001,11430016.271071587
6745535.68228002,11430215.631526552
6745454.002556843,11430375.632192658
6745362.702203269,11430640.157451011
6745406.354154254,11430863.739349248
6745456.300998688,11431095.737746993
6745357.063368312,11431292.163482811
6745237.397820894,11431492.831334546
6745136.810897607,11431693.63204123
6745079.959344145,11431918.69904176
6744998.18972951,11432136.83836897
6744920.042910206,11432302.26174591
6744770.645143285,11432538.388182288
6744545.428362602,11432660.43884842
6744278.962384864,11432812.28472913
6744092.888668507,11433051.340088176
6743948.900196782,11433213.418880813
6743737.3448369885,11433393.355713371
6743501.329484801,11433563.640734123
6743366.6672167815,11433662.750797778
6743089.85069092,11433837.522527164
6742894.939104196,11433938.657406647
6742674.992873542,11434094.862616671
6742449.279615745,11434292.494533885
6742250.531060753,11434443.193771102
6742068.525545233,11434576.920368029
6741888.825817623,11434729.906146392
6743449.6033724155,11449709.092689686
6743623.436166358,11449834.683424734
6743368.847215991,11449699.702769391
6743319.324861471,11449688.596766446
6743309.417187191,11449659.0939329
6743368.705179245,11449686.313841498
6743299.837999002,11449654.409653638
6743321.253438761,11449672.800256116
6743303.807040228,11449627.011657048
6743514.020264637,11449559.789841076
6725597.385039197,11465556.522931125
6725708.472834685,11465336.663367106
6725971.697166583,11465289.072167372
6726088.548462215,11465139.230189376
6726287.899440315,11465119.810935996
6726360.235027805,11465079.700728396
6726167.462535651,11464986.584293915
6725971.069559463,11464877.694278399
6725831.493579066,11464738.65834876
6725627.253925811,11464902.240343764
6725508.264524007,11464968.770939954
6725390.593982465,11465219.481059749
6725296.893773078,11465439.309079079
6725330.472585771,11465652.990113063
6725444.281134488,11465755.317655576
6725641.823358847,11465353.127513185
6725563.904692436,11465485.484949075
6725564.030298301,11465759.926329948
