latitude,longitude
6726766.063781104,11464204.364482138
6726766.063781104,11464204.364482138
6726752.362499087,11464304.379950268
6726765.2257518815,11464292.361942707
6726800.739154229,11464512.469868086
6727396.210647637,11461404.046349427
6727494.2706005955,11461139.094969293
6727537.966132119,11460964.292554166
6727462.582191662,11460849.66593487
6727449.339256763,11460836.337501403
6727370.229986489,11460776.042814264
6727133.134358582,11461422.533720944
6726975.636588742,11464353.541547576
6726926.633687388,11464337.406312421
6726856.341841057,11464236.54611206
6726832.104614992,11464111.17440575
6726874.570062528,11464168.819619222
6727065.298375972,11464239.694382777
6727204.469281609,11464334.907197881
6727408.68382458,11464439.854186818
6727288.709968567,11464354.149010357
6727205.309470927,11464314.95387681
6727031.306209793,11464249.139294673
6726764.125913644,11464104.63118822
6726574.415089982,11464092.365066448
6727052.674210119,11464243.699479263
6727074.431637626,11464257.994229918
6727090.156030596,11464268.344446775
6727107.865843374,11464277.571845135
6727123.126686408,11464286.321598573
6727039.434987956,11464240.09458147
6726924.432477821,11464197.903543478
6727104.743861374,11464277.493432676
6727024.690994944,11464220.969480423
6727160.838063161,11464284.705929063
6727176.588690918,11464292.161559021
6727194.677242491,11464299.541737365
6727208.89397544,11464306.100310186
6727276.451412278,11464355.382762784
6727049.4942634925,11464255.425809778
6727148.802948389,11464405.017369911
6727166.5316197565,11464419.21825991
6727185.58743445,11464435.129810939
6727204.851003623,11464449.28600092
6727186.137880029,11464319.884753944
6727045.0925903125,11464226.365378413
6726847.852486615,11464186.696375767
6726821.793372346,11464181.438105341
6726896.829720351,11464244.154652843
6726957.882224481,11464312.896460196
6726891.198643335,11464350.772393316
6726767.938784591,11464470.866049318
6726781.913028143,11464512.706999918
6727217.953699541,11461366.038044445
6727422.420007935,11461227.867338313
6727534.101884454,11461140.235354397
6727505.74251817,11460837.866978638
6727392.013007552,11460719.991744693
6727285.860412665,11460707.356225302
6727045.4803828765,11461090.378094273
6727022.877075586,11461102.429330997
6727042.755275124,11461099.812100554
6727054.820724688,11461204.28598616
6727241.822722751,11461311.874262033
6727336.389928321,11461443.81986731
6727396.5840827245,11461490.313526383
6726827.851345381,11464530.26792825
6726848.83105017,11464522.981075456
6726833.016652097,11464510.21826166
6726866.980929163,11464420.387634398
