latitude,longitude
6723025.060060403,11462430.684182314
6722747.406464384,11462476.100197697
6722486.16316148,11462409.759647971
6722269.529825481,11462322.464916976
6722027.531094667,11462233.87143824
6721785.3230735,11462103.63160929
6721854.942932141,11461860.91496128
6721939.360493103,11461645.02102319
6722027.799985097,11461364.48737899
6722089.335857533,11461123.252330866
6722147.824974843,11461069.59491714
6722193.750871467,11461002.098552946
6722067.355093727,11461195.493040215
6721984.469343879,11461439.147802448
6721968.840628712,11461690.30003985
6722256.863017716,11461810.21364681
6722498.37435427,11461888.931846216
6722634.371465667,11462011.4804466
6722753.11922773,11462229.04164956
6722920.142517612,11462383.524444494
6723014.8129215995,11462439.900085744
6723096.18700767,11462414.535473645
6723128.928254133,11462153.784679644
6722903.398269894,11462046.288619058
6722689.164903029,11461937.164546508
6722577.20870317,11461667.78465162
6722410.771319868,11461665.286225831
6722261.26729399,11461893.46716153
6722147.358158318,11461981.304757478
6722074.25578675,11461904.186984604
6722127.97218548,11461673.267165001
6722172.720997871,11461423.919498295
6722107.432283843,11461151.88734133
6722184.712247515,11461160.787748791
6722431.537637458,11461299.921353726
6722546.653332683,11461487.749151092
6722790.175031539,11461606.203942098
6723013.936424376,11461696.43804026
6723242.299835007,11461810.99342998
6723249.543769714,11462027.755192185
6723152.498739271,11462258.173825184
6723076.245991734,11462476.794152554
6723165.483236221,11462462.118362594
6723434.519081496,11462516.645535804
6723647.917866845,11462593.951706855
6723885.527243741,11462673.090923594
6724123.683643615,11462719.297634486
6724247.778274682,11462772.66984768
6724305.297491802,11462798.357155193
6724066.0912647,11462677.239604162
6723860.923438796,11462621.817674758
6723605.446545603,11462553.8434761
6723372.966194932,11462477.559033513
6723101.292105406,11462475.25097865
6722989.653169281,11462437.897638088
6722923.226994151,11462401.22245991
6723209.601736409,11462469.935694803
6723541.49150649,11462574.423014536
6723751.6178062335,11462627.774912912
6723983.402192021,11462713.411978083
6724203.553689812,11462795.840893812
6724307.659664427,11462994.696216336
6724309.47940111,11463154.77664246
6724344.701607053,11463034.295767562
6724298.2391572995,11462853.913445132
6724104.615883616,11462700.121463522
6723850.975040431,11462630.373906625
6723610.063635722,11462569.695711408
6723419.426097027,11462492.711734697
6723189.868893013,11462460.446290985
6723034.236978217,11462485.525617661
6722931.521336599,11462387.878488299
6722743.84147402,11462193.97611549
6722699.4043721715,11461979.299846308
6722459.655105139,11461883.898834823
6722239.444503695,11461807.361219043
6721999.495493052,11461698.879048556
6721995.498631337,11461488.001665361
6722050.822357185,11461247.362314181
6722106.614650081,11461133.77450341
6722093.354738329,11461137.453268485
6722201.486517852,11461109.332929555
6722434.992238467,11460996.690865403
6722660.709530314,11460977.751317788
6722776.046674875,11460718.739711467
6722880.1479571,11460491.597895361
6723086.355576182,11460445.675842557
6723320.982967162,11460536.8267788
6723554.158224574,11460594.765291195
6723777.354589067,11460731.876816785
6723738.616787799,11460955.234162932
6723629.89469444,11461173.265695708
6723478.383317491,11461359.004095586
6723394.159736089,11461574.424683856
6723245.033893563,11461764.381748667
6723130.941811028,11461699.425702004
