latitude,longitude
6725794.2751348205,11462406.473787308
6725751.997551948,11462691.4391935
6725675.476449528,11462911.059063306
6725517.3547143005,11463046.042529102
6725378.639597106,11463249.979005342
6725283.624384986,11463491.524765871
6725204.941352061,11463819.884006675
6725116.083696759,11464111.879166773
6725028.261184606,11464430.099147055
6725041.373787937,11464612.977462672
6725347.51919343,11464633.353738189
6725570.423800778,11464736.99363844
6725596.00785324,11464870.818028342
6725414.49306562,11465183.055956211
6725312.016533577,11465396.667970289
6725238.871881555,11465615.357573083
6725179.127510362,11465819.490777038
6725461.709496683,11465937.374161368
6725671.501931106,11465978.73965803
6725966.775753077,11466060.291325253
6726292.917873988,11466127.678450683
6726551.681045598,11466178.645694755
6726837.454498848,11466273.575614775
6727011.107257475,11466336.777654663
6727272.91121701,11466428.876341974
6727536.920704332,11466511.294944918
6727809.921491453,11466632.26571151
6728052.696886242,11466695.58345078
6728236.968707673,11466735.702117827
6728500.120549837,11466800.954198044
6728735.748808428,11466882.995500216
6728983.633917604,11467019.418040598
6729166.72068153,11467169.989531122
6729404.172978141,11467292.842369685
6729602.009608848,11467368.03189436
6729852.325140168,11467457.607835947
6730119.532388337,11467589.992043255
6730314.411803415,11467686.364366096
6730542.625948334,11467792.19155286
6730809.848296542,11467913.744123936
6731057.605168461,11468013.445583094
6731288.653618975,11468101.219883285
6731587.263173936,11468117.696660345
6731876.037905829,11468169.028045436
6732177.864543636,11468264.946516262
6732440.140075198,11468357.050535336
6732718.176281364,11468437.676654346
6732936.080346079,11468534.028213806
6733167.252433987,11468588.836173818
6733398.649181538,11468690.062586613
6733654.456511868,11468802.237792794
6733887.18560417,11468896.44751438
6734149.328199942,11468977.712433975
6734354.309572153,11469041.3450199
6734616.103386923,11469123.342710745
6734882.4199131895,11469206.002121182
6735214.406103187,11469323.625743812
6735426.18719922,11469380.19576437
6735640.004754839,11469476.84102515
6735810.546531319,11469540.727127405
6736049.5891535925,11469615.47944304
6736357.5328512145,11469716.139547996
6736526.759460172,11469771.922994282
6736807.748670792,11469832.079431614
6737050.936879941,11469892.565932728
6737269.643989701,11469993.857258191
6737525.442619046,11470052.591262126
6737842.380888772,11470158.970179053
6738055.383213432,11470231.82990684
6738231.599859446,11470172.834939733
6738357.591059933,11469878.806995172
6738453.716774896,11469636.933936678
6738554.359890198,11469459.7403451
6738789.582517855,11469381.91402409
6739022.706281597,11469473.096167477
6739271.7314562285,11469523.208886929
6739527.966915237,11469591.62678273
6739829.7306199325,11469688.129370196
6739975.6302860025,11469741.703078907
6740231.524596067,11469780.474504016
6740405.045420435,11469865.314237917
6740330.280372997,11470313.13623727
6740217.355092627,11470529.932270413
6740161.366207782,11470779.30318377
6740095.2953536315,11471001.7401813
6740000.679235794,11471267.564466411
6739935.7891257405,11471517.701081218
6739896.253445464,11471695.500941109
6739739.660599739,11471994.560013162
6739711.377706722,11472273.027106557
6739654.9747647215,11472561.720170518
6739599.039380073,11472768.631165924
6739518.302662913,11473025.583011977
6739431.36278635,11473244.835018761
6739325.035379673,11473567.134132197
6739277.170155726,11473710.15438173
6739153.026505624,11474001.045155888
6739084.421527406,11474305.619755512
6739288.398709587,11474455.691021867
6739462.936848296,11474543.302818548
6739444.260401768,11474788.413679317
6739351.31436806,11475125.094798168
6739292.853258996,11475326.056054652
6739203.541822746,11475566.617769158
6739132.769950436,11475805.722849213
6739034.498476385,11476110.084643122
6738930.876288684,11476354.137675194
6738811.13213696,11476521.57896528
6738656.85599732,11476711.384905118
6738494.871213692,11476938.383559225
6738392.369576433,11477131.392500151
6738274.984541617,11477475.96829607
