latitude,longitude
6725983.137928222,11463922.703460256
6726113.931681753,11464043.194503028
6726123.181038149,11464048.498158412
6726132.985670507,11464056.542737406
6726149.800634487,11464072.57597726
6726202.385384383,11464098.529025076
6726073.899482573,11463860.16650735
6726054.694885868,11463832.578154322
6726069.256725771,11463843.63200697
6726243.972447613,11463934.335492173
6726134.353320659,11463633.029815538
6726017.978922262,11463466.084811803
6725962.243102561,11463386.56042126
6726146.030844241,11463417.511935677
6726158.007777935,11463420.821410239
6726169.47287218,11463424.648038438
6726180.488034594,11463427.659197098
6726190.539632913,11463433.210327473
6726199.61484529,11463437.377144516
6726207.201812762,11463440.676788148
6726304.408539485,11463489.632251749
6726439.101326596,11463532.076952003
6726451.475739872,11463535.239514664
6726463.41479495,11463538.672607284
6726475.277354635,11463542.352359358
6726487.4605394155,11463546.131574722
6726500.605572053,11463550.209161164
6726514.513895039,11463554.65872071
6726528.063370363,11463559.132167313
6726541.062715038,11463564.246135173
6726553.870793346,11463569.976756567
6726566.98493844,11463574.720779227
6726579.1518193325,11463580.252528625
6726591.495439548,11463584.081576794
6726602.915490501,11463587.48893896
6726612.663246857,11463591.188727314
6726730.870606076,11463626.59575013
6726831.043597077,11463679.753749292
6726843.988590513,11463686.744007828
6726857.086638711,11463693.240956532
6726871.52191221,11463698.259905051
6726884.117257177,11463702.978487035
6726895.155027709,11463707.619498746
6726906.511496626,11463715.1986996
6726919.527761025,11463718.56063993
6726930.467249058,11463721.819138482
6726940.23903683,11463724.309771637
6726999.892417086,11463717.829933172
6727259.343035197,11463811.562531674
6727398.195343194,11463864.355379628
6727415.806804042,11463871.03620469
6727430.461203675,11463880.45059998
6727445.85924276,11463885.768666787
6727460.211595152,11463890.491881732
6727475.51865092,11463894.97041236
6727492.153819428,11463900.266663091
6727509.392035176,11463905.885243738
6727527.027465002,11463911.356626308
6727543.89234083,11463915.912835306
6727560.810004178,11463921.432000855
6727576.215491616,11463927.293375526
6727590.895925833,11463932.659365956
6727604.2482808735,11463937.207651017
6727616.272552372,11463940.938223293
6727627.540730964,11463944.839900423
6727638.145904813,11463946.913159795
6727648.291839454,11463950.466664823
6727660.758869065,11463954.469852656
6727672.218456103,11463957.754798207
6727683.960435553,11463961.262589958
6727695.534865986,11463964.177488348
6727705.956001155,11463967.41071599
6727798.501544769,11464004.643388785
6727938.4032276785,11464055.487999884
6727951.969108638,11464061.04944931
6727964.977467139,11464066.708404843
6727979.467082578,11464072.691732006
6727993.353673309,11464078.352736926
6728006.675513361,11464083.568054019
6728018.913334256,11464088.311802372
6728032.220756445,11464092.440759622
6728044.764820182,11464096.197633035
6728057.163017924,11464100.991170997
6728070.286331935,11464106.280187326
6728083.127276188,11464111.346363982
6728095.4417415075,11464115.843475547
6728108.96954248,11464121.528517244
6728123.023854465,11464127.78266631
6728136.788576173,11464133.270769795
6728152.5155824665,11464139.232506795
6728167.2351186285,11464144.475931242
6728180.877843239,11464149.790982582
6728196.315310197,11464154.986707954
6728211.798297978,11464160.602303252
6728227.472704931,11464165.60108353
6728242.276125758,11464171.14109173
6728256.6224127095,11464175.32205985
6728271.28217483,11464179.059316838
6728285.666786697,11464183.116941342
6728299.661406005,11464187.865043733
6728314.3500942495,11464193.775250789
6728329.282912074,11464200.03172213
6728341.281999419,11464207.812373562
6728354.161553994,11464212.755533943
6728367.148755887,11464216.785364337
6728378.915425981,11464219.083983714
6728389.188604763,11464217.13218868
6728399.868464032,11464212.736816954
6728408.598216545,11464211.793825578
6728416.344318584,11464208.922603376
6728424.1214941945,11464205.384757338
6728430.503345379,11464198.97943389
6728434.877366225,11464191.680593235
6728439.244162713,11464183.838499196
6728440.085712999,11464172.06231595
6728442.126160298,11464160.387631819
6728445.396566264,11464148.14782371
6728449.439749884,11464133.983779188
6728453.994965657,11464119.302345367
6728459.023931069,11464104.226890411
6728463.854234775,11464089.225037158
6728468.402093453,11464074.000292838
6728472.935446757,11464057.689040108
6728476.772528254,11464043.055260448
6728480.341629707,11464029.285085488
6728481.491120116,11464013.682236973
6728483.509483882,11464000.377707198
6728484.091984095,11463987.168719439
6728530.68371426,11463895.271592913
6728565.811456161,11463757.168750785
6728571.817891701,11463740.638014834
6728578.175966296,11463723.54008885
6728584.488446173,11463706.022254912
6728590.166755957,11463688.848695837
6728596.12743182,11463671.897951636
6728603.1813732,11463653.122304004
6728610.249802487,11463635.433113987
6728616.653077519,11463618.754835231
6728622.666353758,11463602.767068801
6728629.428485511,11463586.064801067
6728635.182927399,11463568.644237405
6728641.784602376,11463551.892164152
6728648.065527414,11463535.040593514
6728655.217378715,11463517.647615533
6728662.170560107,11463500.328247316
6728669.238475373,11463482.638691967
6728677.49800752,11463464.507165426
6728686.307755212,11463445.734744808
6728697.852450926,11463425.511198841
6728705.616135645,11463406.143801423
6728713.226704129,11463387.269885568
6728720.715114672,11463368.222811904
6728727.653190393,11463349.81654506
6728734.1630293755,11463332.224200618
6728744.728880678,11463313.45507393
6728753.407019594,11463296.80551553
6728759.220708408,11463280.890700225
6728766.882071488,11463265.819278425
6728772.686694046,11463252.200831598
6728776.055039711,11463238.503200674
6728779.476253589,11463225.768696316
6728782.981274978,11463213.330669878
6728786.333238217,11463201.386174062
6728789.333535695,11463190.008877939
6728791.493777492,11463178.50636541
6728794.142387673,11463167.696264278
6728797.607413254,11463158.221271433
6728814.387291061,11463105.351388775
6728950.024854088,11463074.437351378
6728962.816773235,11462905.400910495
6728928.173226601,11462920.764729962
6728893.5771265365,11462947.945577415
6728878.655985897,11463155.894633941
6728876.289833429,11463166.927750124
6728874.244368972,11463178.060295988
6728872.840304025,11463189.391711485
6728871.23759935,11463200.796792798
6728869.467186064,11463211.608878093
6728867.735006587,11463222.297570568
6728865.765932037,11463233.183314137
6728863.751252666,11463243.649167787
6728865.164235313,11463256.665586261
6728866.883254753,11463268.694912998
6728866.098443266,11463278.595380368
6728865.794676718,11463288.645013317
6728864.933304928,11463298.7922556
6728864.071911837,11463308.939496938
6728862.767693491,11463318.81418062
6728861.348673702,11463329.059023917
6728861.07404799,11463341.281749846
6727444.501448713,11463915.637019493
6728657.573376469,11463938.467483403
6728647.06514093,11463937.777394062
6728637.015227547,11463947.508699587
6728628.350466388,11463953.341590341
6728620.197772079,11463958.657052811
6728613.658844815,11463971.235763917
6728608.258851508,11463982.409506366
6728602.396458847,11463988.841193328
6728597.9150672695,11463997.053830031
6728594.022285502,11464004.502299376
6728589.77053236,11464011.974645864
6728585.174276916,11464020.557376215
6728580.379389375,11464029.213723816
6728575.194482677,11464038.560572155
6728570.009560946,11464047.907402571
6728565.650149097,11464056.293064253
6728561.963138869,11464064.211069604
6728557.397854949,11464072.12708359
6728553.6653163,11464079.625190958
6728549.542755405,11464087.81379748
6728522.875085276,11464102.176137649
6728366.197552797,11464557.999406997
6728363.64864747,11464582.635926219
6728363.784703727,11464602.019412106
6728365.842202446,11464624.839645846
6728365.585255187,11464656.815133492
6728359.932879199,11464658.03629045
6728354.811631826,11464663.20941505
6728353.818208669,11464672.639367362
6728351.779035869,11464681.474219685
6728304.822771498,11464788.010945432
6728254.179276309,11465018.923204204
6728228.548668138,11465137.305816654
6728225.979516787,11465148.410674725
6728223.3337312825,11465159.76225033
6728220.900755907,11465172.126701305
6728218.032186955,11465184.761668451
6728215.208992204,11465197.816495042
6728211.308907426,11465210.942702208
6728207.645723728,11465223.871951599
6728203.104281029,11465236.798992686
6728198.608207744,11465250.145883806
6728193.8297627065,11465263.269824607
6728189.211606345,11465276.443528991
6728185.11268908,11465289.643207174
6728180.898813133,11465303.212951532
6728176.440875402,11465316.43638319
6728170.707421645,11465329.804733668
6728163.255800254,11465343.045270482
6728157.605982939,11465356.710070422
6728152.085222187,11465371.091219887
6728144.417802024,11465386.158271488
6728136.336003984,11465403.12546455
6728127.170230026,11465419.620724201
6728121.541440856,11465434.91503929
6728117.094365466,11465452.06417585
6728113.211880709,11465469.659169892
6728109.203230628,11465483.69828176
6728104.6016269,11465495.118590795
6728100.36899613,11465504.218849039
6728059.680614511,11465589.971570471
6728013.423073753,11465734.33782103
6728008.1069459915,11465749.18792327
6728003.836330471,11465764.633309007
6727999.4436738985,11465779.905519059
6727994.799952005,11465794.288178999
6727989.912204842,11465808.324505884
6727985.22305241,11465822.2872579
6727981.412064585,11465836.25229271
6727977.601037858,11465850.217310956
6727972.322895667,11465864.943870315
6727967.999556768,11465879.4260095
6727963.439220493,11465894.105030494
6727958.962507396,11465909.080540186
6727954.646060706,11465924.10583357
6727950.054288377,11465939.45135825
6727945.302159214,11465954.747054238
6727940.671969818,11465970.215885406
6727935.2471957905,11465985.978872824
6727929.547089131,11466002.062079202
6727923.777289509,11466018.935171712
6727918.275714797,11466034.9447732
6727913.042763391,11466056.312936947
6727907.694377597,11466071.829073863
6727903.217139535,11466086.804320669
6727899.199785419,11466100.299340554
6727896.008267301,11466112.833623681
6727893.276652915,11466123.887692276
6727839.316807581,11466217.344054997
6727788.997319373,11466336.708524112
6727780.428103573,11466350.141292883
6727775.409916439,11466363.460282516
6727770.642599811,11466377.668783164
6727765.67660722,11466391.950787298
6727759.832395413,11466406.230357295
6727753.298116185,11466422.73011375
6727749.680588062,11466439.460070604
6727744.2822274035,11466457.39491901
6727738.824598803,11466473.823477391
6727733.596937115,11466489.511939313
6727727.773315034,11466505.420936683
6727722.468882156,11466521.356030488
6727717.133010832,11466537.957640104
6727712.156022934,11466554.535527095
6727706.032436567,11466571.97435089
6727700.846132557,11466590.92183652
6727695.6911557065,11466609.20274991
6727690.138835489,11466627.630664602
6727686.245301113,11466644.680545641
6727682.128597958,11466663.013659712
6727677.517068279,11466680.110869369
6727673.41085251,11466696.147805918
6727670.099142276,11466711.890674852
6727665.954481575,11466728.050915712
6727661.534443296,11466744.531329697
6727658.466485798,11466760.620493717
6727654.415931767,11466774.781062184
6727649.302370402,11466790.09903391
6727643.439465621,11466806.130866423
6727637.499821913,11466822.409348248
6727631.988838064,11466837.874249086
6727627.638218391,11466853.5646222
6727624.280752804,11466868.887448689
6727619.891689522,11466884.7011223
6727614.861399267,11466900.31543051
6727612.15187193,11466916.380744008
6727607.616173045,11466933.230907084
6727604.24082027,11466950.30656987
6727599.544713271,11466967.10685148
6727594.566312648,11466983.684092494
6727589.626206769,11467000.137968527
6727584.320218162,11467016.072284777
6727578.9374803,11467032.253249343
6727572.561480242,11467048.801671572
6727568.621264899,11467065.431145238
6727564.360410862,11467081.960916169
6727559.984447689,11467098.86067759
6727555.4097844595,11467115.833910804
6727550.828182163,11467132.263928926
6727545.880712802,11467148.17438192
6727541.745485328,11467162.037932068
6727498.812946623,11467259.061609233
6727463.770358175,11467400.33460746
6727459.12892429,11467415.257952128
6727455.160101528,11467429.71416649
6727449.333554467,11467445.621532688
6727445.301613076,11467461.410740148
6727440.6873693,11467478.506732576
6727436.208671529,11467496.862256223
6727431.15865278,11467514.22848556
6727425.6277214885,11467531.445119496
6727420.295378401,11467548.588246968
6727415.802758726,11467565.857297966
6727411.463532246,11467582.632999746
6727407.277703902,11467598.91535454
6727402.854811415,11467615.39449206
6727398.668876235,11467631.676804408
6727394.437699918,11467647.53924451
6727390.00782589,11467663.475134332
6727385.853280028,11467679.09087174
6727382.012431013,11467694.263129698
6727376.735818426,11467709.529797861
6727372.894877358,11467724.702015955
6727368.893609061,11467739.824353939
6727366.090995641,11467755.049054874
6727360.204635801,11467769.44966937
6727354.875814039,11467783.753187899
6727350.097723978,11467797.416436085
6727345.633352723,11467810.63621249
6727341.130578303,11467823.979297837
6727336.704508028,11467837.075706657
6727331.041340744,11467850.193019249
6727326.249477428,11467862.769803474
6727321.534324527,11467875.099911606
6727316.979421096,11467887.47986696
6727312.264209855,11467899.809935745
6727306.350280507,11467912.037564076
6727302.161008978,11467924.937044209
6727298.170354347,11467937.763048423
6727294.3331558835,11467950.095729152
6727290.976759264,11467962.578002917
6727287.530013773,11467974.220565345
6727284.999745012,11467985.742486954
6727281.988619124,11467997.114788538
6727279.015840937,11468008.363753498
6727276.268811447,11468021.711953893
6727272.988984217,11468033.947504679
6727269.510476577,11468046.256496625
6727266.23736604,11468059.035196671
6727263.194473424,11468071.07393164
6727260.036425519,11468083.48263129
6727255.742874916,11468094.455855291
6727249.526000876,11468104.830575578
6727244.783188231,11468114.987642294
6727240.239007761,11468125.07124182
6727236.5345574515,11468135.280875195
6727233.22738938,11468145.343597678
6727229.881824383,11468155.529633384
6727226.741654891,11468166.185381742
6727224.043906658,11468177.11407201
6727220.973685179,11468186.979980607
6727218.743190112,11468196.97193997
6727216.5126748495,11468206.963892888
6727213.641046574,11468216.75632943
6727210.647505109,11468226.37555588
6727207.365022143,11468235.22852261
6727204.082524118,11468244.08147948
6727201.120556197,11468253.034183744
6727197.594242278,11468261.540717939
6727194.304946822,11468269.850475362
6727193.970545687,11468278.268237486
6727192.04015978,11468286.730373537
6727268.004829431,11468312.191067657
6727511.889311944,11468421.400303245
6727640.352797202,11468594.74917686
6727849.848500227,11468613.717231868
6728035.608490311,11468742.616456823
6728005.638129013,11468974.015568817
6728167.2638976555,11469063.262645036
6728186.115502098,11469073.86789469
6728205.3261019895,11469084.44967491
6728225.600325675,11469093.874345595
6728244.86780602,11469102.579680698
6728265.212247403,11469111.21447111
6728285.35803319,11469119.922749085
6728307.549163793,11469129.403233526
6728327.9771890715,11469138.334779698
6728348.508690381,11469149.19289221
6728366.609297771,11469157.129209118
6728383.895188859,11469163.729403961
6728399.160881596,11469168.347483385
6728412.002324111,11469170.58699861
6728423.651608119,11469173.267158248
6728437.443019702,11469178.102743033
6728451.18424207,11469185.358303314
6728467.309849124,11469191.732607145
6728484.826367613,11469197.592853045
6728500.369230896,11469205.274173003
6728517.25129795,11469211.47815061
6728531.370060943,11469216.957010109
6728543.38513127,11469220.157063417
6728602.89083117,11469148.08856498
6728643.557434144,11468993.30377494
6728649.5335527845,11468969.590094913
6728656.963895164,11468944.028813997
6728664.195409799,11468918.540928131
6728670.677091622,11468893.766784897
6728677.991843349,11468868.575404467
6728686.941142011,11468843.21627228
6728695.294224051,11468818.07744329
6728702.416599714,11468793.502669128
6728710.455541412,11468768.807248956
6728718.577863925,11468744.408379992
6728726.83538069,11468721.269374441
6728734.284592608,11468697.337491307
6728738.900126994,11468673.47076217
6728745.342204992,11468648.819438683
6728755.066949317,11468624.919204092
6728763.28553024,11468601.903258622
6728771.273639701,11468579.627420695
6728779.410454314,11468559.698133992
6728785.855901618,11468541.813334672
6728795.53898544,11468524.25959018
6728800.082860265,11468510.789461391
6728803.6696263915,11468494.179909624
6728808.929412203,11468477.279156731
6728816.246137346,11468458.853549274
