latitude,longitude
6710818.172010985,11458709.332890863
6710674.910110819,11458555.189910203
6710812.731821002,11458358.642974649
6710956.18422655,11458076.812499702
6712059.212571229,11456318.388959758
6712271.34196107,11456473.769929139
6712504.420295209,11456698.519172542
6712699.248600756,11456971.355316233
6712936.904069401,11457252.216701869
6713133.270496776,11457510.602885623
6713541.613611501,11457915.452009834
6713815.207016831,11458325.851974923
6714057.063446906,11458517.522875648
6714232.312687371,11458534.680728588
6714370.517212521,11458915.62512111
6714597.887987779,11459132.071213515
6715073.000343287,11459533.829306588
6715356.897566914,11459482.127107011
6715542.355023081,11459314.335017057
6715731.192631064,11459274.218477644
6715923.474160602,11459488.522572894
6716079.457707617,11459674.315745117
6716247.448976426,11459879.575934725
6716394.2088624425,11460047.92454878
6716583.902853473,11460230.331752522
6716791.763684021,11460329.443742497
6716914.904695406,11460099.778810773
6717030.493557808,11459723.372031486
6717078.894628885,11459544.999157485
6717226.876753766,11459308.86533693
6717506.391921325,11459401.907499049
6717804.622676684,11459474.213089934
6717827.814804116,11458949.372458234
6717976.054541741,11458483.46860464
6718125.700945777,11458525.487329932
6718659.031348916,11458853.51591052
6719101.291248066,11459047.330313718
6719238.966140144,11458854.517978936
6719384.1386977015,11458667.390075214
6719601.179597062,11458701.914530262
6719833.886092773,11458800.892416434
6720380.44489028,11459025.092849802
6720511.175760042,11459080.162403796
6720802.277057394,11459217.475940416
6721242.52665976,11459780.664738497
6722346.427339343,11460289.491061214
6722753.221144071,11460393.679997843
6723030.624522162,11460105.892846191
6723240.838356741,11460066.662189662
6723564.701138944,11460164.658116201
6724134.2227433715,11460329.697510991
6724378.254948807,11460423.255101738
6724598.142088736,11460509.717252476
6724836.142943867,11460611.656633103
6725099.21963853,11460725.8425067
6725374.018992219,11460850.153205864
6725533.101399593,11460887.212257072
6725839.914095412,11460969.390536813
6726062.256122002,11461030.98228734
6726247.427923135,11461168.345054144
6726468.186605667,11461279.513822138
6726709.041725928,11461366.338410944
6726897.030536481,11461477.989634039
6726840.591455769,11461814.601952273
6726761.098873452,11462019.404872298
6726683.654987881,11462225.778343845
6726587.377722148,11462455.761793057
6726523.094244997,11462698.904497722
6726491.856870426,11462936.628275897
6726428.7028878555,11463171.322788823
6726346.220969854,11463464.78232248
6726535.259699775,11463569.707871059
