latitude,longitude
6730011.920833637,11484270.975692462
6730013.04201252,11484271.328465266
6730014.566090614,11484272.079073898
6730016.604521598,11484272.313856687
6730098.329072015,11484289.178231725
6730238.415703341,11484339.395756613
6730333.200155096,11484325.457443401
6730591.930602841,11484408.321645724
6730812.624771649,11484434.612075128
6730923.863278252,11484436.875671905
6730929.571369155,11484436.638369648
6730998.566772683,11484486.607677609
6731151.550419942,11484532.921244403
6731152.8319279235,11484533.324495148
6731153.632870499,11484533.576526927
6731153.4486527825,11484535.280911883
6731153.541068072,11484536.665648177
6731153.706184868,11484537.259867905
6731323.444698764,11484608.856588865
6731490.720768242,11484654.290174192
6731600.784029212,11484684.724709786
6731611.668008641,11484691.539266525
6731692.987716309,11484718.059630493
6731909.378064015,11484776.482086537
6732248.394546834,11484796.67731238
6732273.21620651,11484510.025941227
6732368.6748900805,11484212.19121661
6732507.3383637285,11483896.72010845
6732553.715496875,11483742.525457717
6732581.46268572,11483660.62964249
6732773.25624752,11483267.82375788
6732811.878847947,11483101.118248971
6732977.005686625,11482716.577463426
6733107.554249145,11482420.141926216
6733261.125863873,11481983.006701961
6733337.25950645,11481723.933360202
6733369.542983913,11481630.7854119
6733372.065090581,11481627.238454744
6733386.955689166,11481597.458246466
6733461.537257741,11481367.474592112
6733503.970627672,11481236.122812886
6733553.9075901285,11481082.71972238
6733562.419041643,11481054.477315934
6733570.46017736,11481027.171970474
6733578.5452323835,11481000.28714187
6733586.198730321,11480974.215958321
6733655.720453645,11480783.170165366
6733690.911253135,11480728.038493266
6733697.017262237,11480715.311080314
6733711.12867907,11480603.090215072
6733755.333461356,11480343.107056294
6733798.359162849,11480211.546416853
6733808.51272798,11480184.225047816
6733855.875208261,11480054.164693905
6733937.005965217,11479829.164600477
6733988.516783409,11479686.550179992
6734035.588844491,11479554.935038026
6734076.264925018,11479439.779933175
6734085.928024651,11479411.761173809
6734095.646212464,11479385.251016974
6734136.425287585,11479251.217144717
6734170.284800783,11479131.385194937
6734217.259634012,11478997.891872719
6734327.730465976,11478753.54079867
6734397.256904649,11478681.204742007
6734412.508443067,11478684.220381342
6734529.536089411,11478690.840821724
6734719.385761709,11478744.840034906
6734726.633154477,11478746.432669923
6734867.583342056,11478718.23553707
6734953.786963118,11478648.514090715
6734958.060214209,11478648.361236649
6734961.238684609,11478646.645081753
6734962.9080818,11478645.812115375
6734964.301112935,11478645.29935216
6735044.489960559,11478687.577693954
6734955.171008336,11478977.671142349
6734880.519609814,11479046.444136266
6734878.828130964,11479049.032807626
6734877.330105727,11479051.004117876
6734876.268788298,11479052.705485286
6734871.785446966,11479051.842975736
6734868.82790197,11479051.729778772
6734869.441401886,11479049.210108217
6734867.257863042,11479050.559814919
6734864.880869886,11479052.526878143
6734862.735835536,11479049.820778254
6734861.038616337,11479047.932984939
6734860.922352864,11479044.371069167
6734860.247752991,11479040.905387279
6734859.352118463,11479039.268780332
6734859.097950045,11479041.765447913
6734857.9590620715,11479039.781425199
6734856.858863941,11479037.67393196
6734856.936244923,11479037.4269891
6734856.184259644,11479034.20825407
6734852.579894308,11479033.349998385
6734850.816402533,11479032.79739946
6734849.1523132725,11479030.242023295
6734846.7475524,11479029.488480937
6734844.25985521,11479028.4377606
6734842.054102992,11479027.610984214
6734840.36799318,11479026.811445393
6734838.56025646,11479025.838199938
6734837.355098762,11479025.18936993
6734835.67454649,11479024.933952006
6734833.955304503,11479024.802005
6734832.108878806,11479023.952231765
6734829.306107908,11479023.345162587
6734826.823971989,11479022.838565473
6734826.818414828,11479022.294446686
6734825.491631347,11479021.471911762
6734824.325164958,11479020.699613009
6734824.037663421,11479019.93155224
6734823.390837879,11479019.186490672
6734822.865639433,11479018.615135672
6734822.821391962,11479018.194488002
6734820.742613424,11479014.153244575
6734848.4527001595,11478983.130063502
6735371.667313848,11478860.111583522
6735339.490797902,11478907.083065875
6735237.408296953,11479146.6181036
6735079.616317395,11479465.526340075
6735051.66905109,11479573.33350472
6735031.5703192055,11479708.731319092
6735009.528751677,11479816.150168985
6735005.491394988,11479831.835449783
6735000.856916445,11479847.74033804
6734995.863051472,11479863.66814805
6734990.907849337,11479879.472461212
6734986.273221059,11479895.377277214
6734980.632504514,11479910.559805635
6734976.119376037,11479926.638307571
6734971.562028164,11479942.296110244
6734967.607158986,11479958.278424764
6734964.614099998,11479974.562319878
6734960.056602153,11479990.220061298
6734955.139720421,11480005.900714558
6734951.947478795,11480022.25776132
6734947.030497204,11480037.938369902
6734941.914441303,11480053.69215349
6734936.676745409,11480069.272172278
6734932.522443976,11480085.327523395
6734927.124343033,11480100.857220972
6734922.328708759,11480116.711443212
6734919.130670153,11480132.524212936
6734911.532270121,11480147.770702308
6734911.242097632,11480162.732437737
6734911.029318763,11480177.447241439
6734909.849227498,11480191.31626436
6734906.148332302,11480204.801579738
6734907.306165021,11480220.759930221
6734906.136790848,11480235.717235876
6734906.531711665,11480251.300760899
6734906.484385971,11480266.609999318
6734906.4757343745,11480281.795775954
6734905.660091984,11480296.18602898
6734906.541146667,11480312.46455696
6734906.70888669,11480329.333064778
6734907.954573079,11480346.132850349
6734907.635873562,11480362.30639451
6734907.156814771,11480378.429663515
6734907.678257076,11480394.731148878
6734909.039894218,11480411.160579693
6734908.6768513415,11480426.91346788
6734912.27184778,11480442.958568905
6734912.063609959,11480458.217610829
6734912.529874539,11480473.010172484
6734962.2493867725,11480585.299999323
6735120.328724245,11480751.900519567
6735344.675409188,11480839.06491075
6735603.275936061,11480941.501390135
6735709.1083162,11480982.227250589
6735726.018895859,11480987.261798462
6735837.008885526,11481015.059685566
6735977.170539332,11481018.586973965
6736095.619906431,11481003.987067087
6736246.316944065,11480969.007609084
6736359.335687167,11480909.64170469
6736535.461398337,11480768.120784542
6736698.905427744,11480693.970305234
6737065.99654321,11480642.103440579
6737304.755815985,11480632.190826671
6737633.383856007,11480654.731704002
6737997.353782531,11480625.83919904
6738155.718674901,11480638.142181518
6738198.600346278,11480641.819897378
6738342.76458816,11480647.40581626
6738509.469663208,11480645.266780004
6738642.511774488,11480631.437593905
6738900.274136841,11480550.84507863
6739156.516697193,11480414.104638278
6739411.756148216,11480291.611658284
6739542.776975559,11480205.958616696
6739579.503251702,11480184.895796591
6739671.786304411,11480150.979111178
6739914.15237249,11479978.549282981
6740047.8555136435,11479825.39481589
6740353.806473517,11479473.041778319
6740517.555928608,11479189.322210552
6740530.532434183,11479148.455429645
6740717.390473156,11478866.256837694
6740839.637689665,11478627.749710297
6740946.198629121,11478400.478493176
6741175.079368933,11477975.963569116
6741355.368035028,11477648.257511836
6741468.506724211,11477445.595715942
6741552.514566373,11477294.36001018
6741629.852735193,11477161.804461941
6741744.672776411,11476958.38623624
6741826.160514297,11476811.962203695
6741846.989710337,11476766.754116315
6741920.148107178,11476634.555010004
6742047.542372426,11476405.43460755
6742141.060085551,11476243.051739465
6742208.395582643,11476128.118076257
6742291.479280599,11475983.260219771
6742355.431381222,11475866.540509876
6742444.550252247,11475725.643679185
6742474.986085789,11475685.738036709
6742579.563870309,11475574.100822585
6742782.614144658,11475403.345204819
6742945.2358772885,11475303.170822592
6743063.48103375,11475236.874121545
6743210.214703583,11475153.628900044
6743352.217641686,11475071.94405143
6743518.305625278,11474978.290182006
6743636.935930426,11474911.506649667
6743857.014703466,11474785.191758242
6744001.927087621,11474700.621557394
6744142.83956844,11474618.32736041
6744349.365050806,11474497.980827106
6744546.847914184,11474371.2246613
6744675.872480327,11474265.282862222
6744768.998405305,11474168.413585056
6744873.318338325,11474037.915740496
6744944.328374112,11473925.132276243
6745032.240798828,11473782.628307624
6745058.399266836,11473739.999374015
6745131.577302375,11473627.206828058
6745218.356259839,11473485.292155795
6745244.313493742,11473442.733950626
6745324.626609827,11473315.320706287
6745446.458991067,11473116.698316645
6745533.22193857,11472974.403468182
6745619.178049438,11472835.859646367
6745762.009595354,11472604.223408604
6745845.687882227,11472460.27528567
6745904.482851235,11472340.75601825
6745971.184214994,11472188.118071876
6746013.263602865,11472061.713186152
6746056.886631186,11471901.113860564
6746086.116148606,11471771.248698866
6746122.868304618,11471608.916322416
6746150.940137108,11471478.781120952
6746187.239440835,11471317.303504143
6746221.619746939,11471159.754970677
6746261.353827823,11470978.47924052
6746289.683448875,11470850.099118283
6746324.724634222,11470689.949873846
6746352.318711236,11470562.019819759
6746387.256586894,11470402.92478238
6746420.391237,11470279.434268445
6746467.303187226,11470129.76695909
6746524.255096041,11469981.648633868
6746583.083911748,11469838.525606686
6746639.087221535,11469701.074041879
6746695.309389605,11469565.454228044
6746751.979890201,11469430.786960343
6746848.667662923,11469200.673862318
6746920.834773387,11469028.724416155
6746937.090018445,11468990.595951527
6746998.226357316,11468847.736603241
6747088.268767527,11468627.428181281
6747159.7379587535,11468455.52482078
6747175.82844627,11468417.34322307
6747236.319798177,11468274.513823027
6747332.112014951,11468045.524887841
6747427.661289266,11467816.286179623
6747521.6413667435,11467597.452606104
6747616.364459623,11467378.743407166
6747709.282722397,11467147.791837875
6747770.104394939,11467004.47166827
6747838.875138005,11466876.821622308
6747967.614373472,11466664.475958083
6748104.425823331,11466444.815750849
6748176.856142854,11466331.155576762
6748255.215977986,11466208.876229683
6748355.087370083,11466051.306106623
6748376.761821707,11466016.068521706
6748453.144913919,11465893.033018565
6748584.314695846,11465670.132340712
6748700.639454853,11465461.836241413
6748779.724539063,11465339.69420383
6748879.361926486,11465220.150654709
6749051.457631106,11465039.746275023
6749222.232378228,11464858.038280249
6749392.519659524,11464673.75725125
6749544.981925164,11464489.409444096
6749634.9731452,11464374.485718248
6749730.527116047,11464252.114397882
6749844.093293495,11464117.933606293
6749873.241943918,11464088.662245993
6749908.406384815,11464063.290417576
6749939.827520768,11464036.351704106
6750056.677665861,11463950.43966969
6750213.552161076,11463849.344571307
6750250.397586218,11463829.921888908
6750374.837228282,11463777.110151077
6750522.631818136,11463728.536374034
6750645.560734571,11463704.609486608
6750812.01319062,11463687.315760337
6750967.226311937,11463691.351268642
6751212.523355386,11463725.13644203
6751383.030910636,11463756.34987182
6751536.144958298,11463785.758489432
6751709.623023125,11463818.72613586
6751860.747062641,11463847.980116887
