latitude,longitude,altitude,dayCount,date,time,time_region,datetime_region,delta_timestamp,items_number,people_id,name,new_class,new_mark,AOI_Probabilities,Probabilities,POI_total,road_mark
39.9760849,116.3338149,0.0,40068.3152430556,2009-09-12,7:33:57,40068.31524306-40068.31524306,'2009-09-12 07:33:57'-'2009-09-12 07:33:57',0.0,1,149,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.935483870967742, 0.0, 0.0, 0.03225806451612903, 0.03225806451612903, 0.0, 0.0]",31,[0]
39.97633472608696,116.33410538260873,0.0,40068.31588768116,2009-09-12,7:34:52,40068.31525463-40068.31637731,'2009-09-12 07:33:58'-'2009-09-12 07:35:35',0.00112268,23,149,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.10526315789473684, 0.0, 0.7894736842105263, 0.0, 0.0, 0.05263157894736842, 0.05263157894736842, 0.0, 0.0]",19,[0]
39.96482745,116.33912745,0.0,40068.3184837963,2009-09-12,7:38:37,40068.31847222-40068.31849537,'2009-09-12 07:38:36'-'2009-09-12 07:38:38',2.315e-05,2,149,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",0,[0]
39.9610966,116.3403816,0.0,40068.31875,2009-09-12,7:39:00,40068.31875-40068.31875,'2009-09-12 07:39:00'-'2009-09-12 07:39:00',0.0,1,149,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",0,[0]
39.959625,116.3411833,0.0,40068.3188657407,2009-09-12,7:39:10,40068.31886574-40068.31886574,'2009-09-12 07:39:10'-'2009-09-12 07:39:10',0.0,1,149,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",0,[0]
39.9581416,116.3420733,0.0,40068.3189814815,2009-09-12,7:39:20,40068.31898148-40068.31898148,'2009-09-12 07:39:20'-'2009-09-12 07:39:20',0.0,1,149,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",0,[0]
39.9566749,116.3430599,0.0,40068.3190972222,2009-09-12,7:39:30,40068.31909722-40068.31909722,'2009-09-12 07:39:30'-'2009-09-12 07:39:30',0.0,1,149,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",0,[0]
39.9552316,116.3440549,0.0,40068.319212963,2009-09-12,7:39:40,40068.31921296-40068.31921296,'2009-09-12 07:39:40'-'2009-09-12 07:39:40',0.0,1,149,鍥涙槦绾у鹃,閰掑簵浣忓,2.0,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1,[0]
39.9487566,116.3459441,0.0,40068.319664351846,2009-09-12,7:40:19,40068.31960648-40068.31972222,'2009-09-12 07:40:14'-'2009-09-12 07:40:24',0.00011574,2,149,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1,[0]
39.94617795,116.34587044999998,0.0,40068.31994212964,2009-09-12,7:40:43,40068.31983796-40068.3200463,'2009-09-12 07:40:34'-'2009-09-12 07:40:52',0.00020834,10,149,鐏杞︾,浜ら氳炬,1.0,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1,[0]
39.9453086,116.34625162,0.0,40068.32011574072,2009-09-12,7:40:58,40068.32006944-40068.32016204,'2009-09-12 07:40:54'-'2009-09-12 07:41:02',9.26e-05,5,149,鐏杞︾,浜ら氳炬,1.0,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1,[0]
39.94301208000001,116.346152148,0.0,40068.320591203694,2009-09-12,7:41:39,40068.32021991-40068.32087963,'2009-09-12 07:41:07'-'2009-09-12 07:42:04',0.00065972,25,149,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",0,[0]
39.942121633333336,116.34633663333334,0.0,40068.32108796297,2009-09-12,7:42:22,40068.32106481-40068.32111111,'2009-09-12 07:42:20'-'2009-09-12 07:42:24',4.63e-05,3,149,鍟嗗姟鍐欏瓧妤,鍟嗗姟浣忓畢,11.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1,[0]
39.94064799655172,116.34705516896555,0.0,40068.32159921774,2009-09-12,7:43:06,40068.32113426-40068.32247685,'2009-09-12 07:42:26'-'2009-09-12 07:44:22',0.00134259,29,149,鍟嗗姟鍐欏瓧妤,鍟嗗姟浣忓畢,11.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1,[0]
39.957871871428566,116.44678541428571,0.0,40068.37443287037,2009-09-12,8:59:11,40068.37436343-40068.37450231,'2009-09-12 08:59:05'-'2009-09-12 08:59:17',0.00013888,7,149,鍟嗗姟鍐欏瓧妤,鍟嗗姟浣忓畢,11.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1,[0]
39.9589045,116.445034125,0.0,40068.3746064815,2009-09-12,8:59:26,40068.37452546-40068.3746875,'2009-09-12 08:59:19'-'2009-09-12 08:59:33',0.00016204,4,149,浣忓畢灏忓尯,鍟嗗姟浣忓畢,11.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1]","[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1,[1]
39.959487025,116.44378340833332,0.0,40068.37483796295,2009-09-12,8:59:46,40068.37471065-40068.37496528,'2009-09-12 08:59:35'-'2009-09-12 08:59:57',0.00025463,12,149,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1,[1]
39.9604339375,116.442328275,0.0,40068.37506944445,2009-09-12,9:00:06,40068.37498843-40068.37515046,'2009-09-12 08:59:59'-'2009-09-12 09:00:13',0.00016203,8,149,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",0,[1]
39.96151250769231,116.4410688,0.0,40068.3753125,2009-09-12,9:00:27,40068.37517361-40068.37545139,'2009-09-12 09:00:15'-'2009-09-12 09:00:39',0.00027778,13,149,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0]",2,[1]
39.962451626666656,116.4396922866667,0.0,40068.37563657407,2009-09-12,9:00:55,40068.37547454-40068.37579861,'2009-09-12 09:00:41'-'2009-09-12 09:01:09',0.00032407,15,149,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",0,[0]
39.963129683333335,116.43811523333332,0.0,40068.37587962964,2009-09-12,9:01:16,40068.37582176-40068.3759375,'2009-09-12 09:01:11'-'2009-09-12 09:01:21',0.00011574,6,149,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0.0, 0.3333333333333333, 0.0, 0.3333333333333333, 0.3333333333333333, 0.0, 0.0, 0.0, 0.0, 0.0]",3,[1]
39.96400320434784,116.43661450434784,0.0,40068.37621527778,2009-09-12,9:01:45,40068.37596065-40068.37646991,'2009-09-12 09:01:23'-'2009-09-12 09:02:07',0.00050926,23,149,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",0,[1]
39.96488283749999,116.4353187,0.0,40068.37657407406,2009-09-12,9:02:16,40068.37649306-40068.37665509,'2009-09-12 09:02:09'-'2009-09-12 09:02:23',0.00016203,8,149,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1,[1]
39.96587587142857,116.43424588571428,0.0,40068.37674768517,2009-09-12,9:02:31,40068.37667824-40068.37681713,'2009-09-12 09:02:25'-'2009-09-12 09:02:37',0.00013889,7,149,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1,[1]
