latitude,longitude,altitude,dayCount,date,time,time_region,datetime_region,delta_timestamp,items_number,people_id,name,new_class,new_mark,AOI_Probabilities,Probabilities,POI_total,road_mark
39.97549542857142,116.3311754,196.90000000000003,39594.34523809525,2008-05-26,8:17:08,39594.34453704-39594.34546296,'2008-05-26 08:16:08'-'2008-05-26 08:17:28',0.00092592,7,166,鍟嗗姟鍐欏瓧妤,鍟嗗姟浣忓畢,11.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1,[0]
39.9751116,116.3340816,187.0,39594.5349884259,2008-05-26,12:50:23,39594.53498843-39594.53498843,'2008-05-26 12:50:23'-'2008-05-26 12:50:23',0.0,1,166,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15,[0]
39.97515053333333,116.3340505,189.2,39594.53502314817,2008-05-26,12:50:26,39594.535-39594.5350463,'2008-05-26 12:50:24'-'2008-05-26 12:50:28',4.63e-05,3,166,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",17,[0]
39.99139907460317,116.33261494126984,175.18095238095216,39594.54305169753,2008-05-26,13:01:59,39594.54197917-39594.54378472,'2008-05-26 13:00:27'-'2008-05-26 13:03:03',0.00180555,63,166,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",0,[0]
39.99154245,116.3317936,142.71538461538466,39594.57444711539,2008-05-26,13:47:12,39594.57407407-39594.57489583,'2008-05-26 13:46:40'-'2008-05-26 13:47:51',0.00082176,26,166,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",0,[0]
39.989780640000006,116.33158626,139.12,39594.57496527779,2008-05-26,13:47:57,39594.57491898-39594.57501157,'2008-05-26 13:47:53'-'2008-05-26 13:48:01',9.259e-05,5,166,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",0,[0]
39.98827696,116.33162992,141.1,39594.57508101852,2008-05-26,13:48:07,39594.57503472-39594.57512731,'2008-05-26 13:48:03'-'2008-05-26 13:48:11',9.259e-05,5,166,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",0,[0]
39.98681496,116.33172596,142.42,39594.57519675927,2008-05-26,13:48:17,39594.57515046-39594.57524306,'2008-05-26 13:48:13'-'2008-05-26 13:48:21',9.26e-05,5,166,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",0,[0]
39.9853883,116.33191026000002,146.96,39594.57531249999,2008-05-26,13:48:27,39594.5752662-39594.5753588,'2008-05-26 13:48:23'-'2008-05-26 13:48:31',9.26e-05,5,166,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",0,[1]
39.98389495,116.3321055,152.54999999999998,39594.5754398148,2008-05-26,13:48:38,39594.57538194-39594.57549769,'2008-05-26 13:48:33'-'2008-05-26 13:48:43',0.00011575,6,166,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1,[0]
