latitude,longitude,altitude,dayCount,date,time,time_region,datetime_region,delta_timestamp,items_number,people_id,name,new_class,new_mark,AOI_Probabilities,Probabilities,POI_total,road_mark
39.9154783,116.40503,232.9,39806.6125810185,2008-12-24,14:42:07,39806.61258102-39806.61258102,'2008-12-24 14:42:07'-'2008-12-24 14:42:07',0.0,1,135,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.08695652173913043, 0.7391304347826086, 0.08695652173913043, 0.08695652173913043, 0.0, 0.0, 0.0, 0.0]",23,[0]
39.91626349347826,116.4050459543478,226.541304347826,39806.61597020935,2008-12-24,14:46:59,39806.61259259-39806.61659722,'2008-12-24 14:42:08'-'2008-12-24 14:47:54',0.00400463,46,135,浜旀槦绾у鹃,閰掑簵浣忓,2.0,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1,[0]
39.91740512280701,116.40496672807018,226.4578947368419,39806.61741634179,2008-12-24,14:49:04,39806.61662037-39806.61814815,'2008-12-24 14:47:56'-'2008-12-24 14:50:08',0.00152778,57,135,浜旀槦绾у鹃,閰掑簵浣忓,2.0,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1,[0]
39.91852711627906,116.40464882093023,237.44418604651167,39806.618781761405,2008-12-24,14:51:02,39806.6181713-39806.62136574,'2008-12-24 14:50:10'-'2008-12-24 14:54:46',0.00319444,43,135,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",1,[0]
39.922578255000005,116.40467335500004,255.8999999999998,39806.62381973379,2008-12-24,14:58:18,39806.62315972-39806.62450231,'2008-12-24 14:57:21'-'2008-12-24 14:59:17',0.00134259,40,135,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.6666666666666666, 0.0, 0.0, 0.3333333333333333, 0.0, 0.0, 0.0, 0.0]",3,[0]
39.92355898333333,116.40479925,255.9000000000001,39806.62469328704,2008-12-24,14:59:33,39806.62452546-39806.62484954,'2008-12-24 14:59:19'-'2008-12-24 14:59:47',0.00032408,12,135,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",3,[0]
39.92453487941177,116.4047481794118,255.89999999999984,39806.62550108932,2008-12-24,15:00:43,39806.62487269-39806.62603009,'2008-12-24 14:59:49'-'2008-12-24 15:01:29',0.0011574,34,135,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.2857142857142857, 0.14285714285714285, 0.14285714285714285, 0.0, 0.42857142857142855, 0.0, 0.0]",7,[0]
39.926160058823534,116.40407073529413,255.9000000000001,39806.62623842592,2008-12-24,15:01:47,39806.62605324-39806.62642361,'2008-12-24 15:01:31'-'2008-12-24 15:02:03',0.00037037,17,135,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",1,[0]
39.92656296,116.40316294,255.9,39806.62653472222,2008-12-24,15:02:12,39806.62646991-39806.6266088,'2008-12-24 15:02:07'-'2008-12-24 15:02:19',0.00013889,5,135,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",0,[0]
39.93228132727273,116.40278586363635,255.9000000000001,39806.62858164985,2008-12-24,15:05:09,39806.62844907-39806.62872685,'2008-12-24 15:04:58'-'2008-12-24 15:05:22',0.00027778,11,135,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0]",2,[1]
39.93379412,116.40263344,253.26,39806.628993055565,2008-12-24,15:05:45,39806.62875-39806.62930556,'2008-12-24 15:05:24'-'2008-12-24 15:06:12',0.00055556,10,135,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.5, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0]",2,[0]
39.93477924285715,116.40266515714286,252.6,39806.62939814814,2008-12-24,15:06:20,39806.6293287-39806.62946759,'2008-12-24 15:06:14'-'2008-12-24 15:06:26',0.00013889,7,135,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",1,[0]
39.9366611,116.40260483076923,252.6,39806.63011841169,2008-12-24,15:07:22,39806.62994213-39806.6302662,'2008-12-24 15:07:07'-'2008-12-24 15:07:35',0.00032407,13,135,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1,[0]
