latitude,longitude,altitude,dayCount,date,time,time_region,datetime_region,delta_timestamp,items_number,people_id,name,new_class,new_mark,AOI_Probabilities,Probabilities,POI_total,road_mark
39.9857208333333,116.34708749999974,219.816272965879,39202.03769386574,2007-04-30,0:54:16,39202.03755787-39202.0378125,'2007-04-30 00:54:05'-'2007-04-30 00:54:27',0.00025463,4,86,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",0,[1]
39.985625,116.345108333333,214.8950131233595,39202.0379513889,2007-04-30,0:54:39,39202.03787037-39202.03803241,'2007-04-30 00:54:32'-'2007-04-30 00:54:46',0.00016204,2,86,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1,[1]
39.9855666666667,116.3430416666665,193.5695538057745,39202.03821759255,2007-04-30,0:55:02,39202.03814815-39202.03828704,'2007-04-30 00:54:56'-'2007-04-30 00:55:08',0.00013889,2,86,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0.0, 0.0, 0.0, 0.25, 0.08333333333333333, 0.0, 0.0, 0.6666666666666666, 0.0, 0.0]",12,[1]
39.9851166666667,116.3321,190.288713910761,39202.0388657407,2007-04-30,0:55:58,39202.03886574-39202.03886574,'2007-04-30 00:55:58'-'2007-04-30 00:55:58',0.0,1,86,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",0,[1]
39.9836,116.2921,216.535433070866,39202.0409606481,2007-04-30,0:58:59,39202.04096065-39202.04096065,'2007-04-30 00:58:59'-'2007-04-30 00:58:59',0.0,1,86,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1,[1]
39.9828833333333,116.2897,216.535433070866,39202.0410763889,2007-04-30,0:59:09,39202.04107639-39202.04107639,'2007-04-30 00:59:09'-'2007-04-30 00:59:09',0.0,1,86,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",0,[0]
39.98125,116.286833333333,203.412073490814,39202.0412731481,2007-04-30,0:59:26,39202.04127315-39202.04127315,'2007-04-30 00:59:26'-'2007-04-30 00:59:26',0.0,1,86,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1,[0]
39.9740666666667,116.27895,200.131233595801,39202.0418981481,2007-04-30,1:00:20,39202.04189815-39202.04189815,'2007-04-30 01:00:20'-'2007-04-30 01:00:20',0.0,1,86,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",0,[0]
39.968875,116.268075,196.850393700787,39202.04265625,2007-04-30,1:01:25,39202.04261574-39202.04269676,'2007-04-30 01:01:22'-'2007-04-30 01:01:29',8.102e-05,2,86,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",0,[0]
39.96879166666665,116.2599083333335,183.727034120735,39202.0432175926,2007-04-30,1:02:14,39202.04318287-39202.04325231,'2007-04-30 01:02:11'-'2007-04-30 01:02:17',6.944e-05,2,86,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",0,[0]
