latitude,longitude,altitude,dayCount,date,time,time_region,datetime_region,delta_timestamp,items_number,people_id,name,new_class,new_mark,AOI_Probabilities,Probabilities,POI_total,road_mark
40.069966666666666,116.32913611111115,161.3079615048122,39254.51623649692,2007-06-21,12:23:22,39254.5150463-39254.5169213,'2007-06-21 12:21:40'-'2007-06-21 12:24:22',0.001875,6,117,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0]",2,[0]
40.0713,116.32876666666634,153.10586176727932,39254.5172145062,2007-06-21,12:24:47,39254.51702546-39254.51751157,'2007-06-21 12:24:31'-'2007-06-21 12:25:13',0.00048611,3,117,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",0,[0]
40.07281666666668,116.32856666666676,145.177165354331,39254.51780381945,2007-06-21,12:25:38,39254.51760417-39254.51798611,'2007-06-21 12:25:21'-'2007-06-21 12:25:54',0.00038194,4,117,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",0,[0]
40.07413999999999,116.3283699999998,132.5459317585302,39254.518407407406,2007-06-21,12:26:30,39254.51810185-39254.51875,'2007-06-21 12:26:04'-'2007-06-21 12:27:00',0.00064815,5,117,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",0,[0]
40.076975,116.328197222222,99.51881014873132,39254.5195756173,2007-06-21,12:28:11,39254.51929398-39254.51983796,'2007-06-21 12:27:47'-'2007-06-21 12:28:34',0.00054398,6,117,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",1,[0]
39.97538333333332,116.33306111111118,166.22922134733133,39255.60395254631,2007-06-22,14:29:41,39255.60295139-39255.605,'2007-06-22 14:28:15'-'2007-06-22 14:31:12',0.00204861,6,117,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",4,[0]
39.975625,116.3339166666665,167.322834645669,39255.605399305554,2007-06-22,14:31:46,39255.60509259-39255.60570602,'2007-06-22 14:31:20'-'2007-06-22 14:32:13',0.00061343,2,117,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.9333333333333333, 0.0, 0.06666666666666667, 0.0, 0.0, 0.0, 0.0]",15,[0]
39.9798833333333,116.333033333333,131.233595800525,39255.608125,2007-06-22,14:35:42,39255.608125-39255.608125,'2007-06-22 14:35:42'-'2007-06-22 14:35:42',0.0,1,117,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.6666666666666666, 0.0, 0.0, 0.0, 0.3333333333333333, 0.0, 0.0, 0.0]",3,[0]
39.9909166666667,116.331783333333,173.884514435696,39255.6090972222,2007-06-22,14:37:06,39255.60909722-39255.60909722,'2007-06-22 14:37:06'-'2007-06-22 14:37:06',0.0,1,117,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",0,[0]
39.9984,116.33155,173.884514435696,39255.6104050926,2007-06-22,14:38:59,39255.61040509-39255.61040509,'2007-06-22 14:38:59'-'2007-06-22 14:38:59',0.0,1,117,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",0,[0]
40.00115,116.3314,173.884514435696,39255.6105902778,2007-06-22,14:39:15,39255.61059028-39255.61059028,'2007-06-22 14:39:15'-'2007-06-22 14:39:15',0.0,1,117,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1,[0]
