latitude,longitude,altitude,dayCount,date,time,time_region,datetime_region,delta_timestamp,items_number,people_id,name,new_class,new_mark,AOI_Probabilities,Probabilities,POI_total,road_mark
40.00024186956522,116.32709069565216,160.30434782608697,39744.74979820852,2008-10-23,17:59:42,39744.74921296-39744.75038194,'2008-10-23 17:58:52'-'2008-10-23 18:00:33',0.00116898,23,4,楂樼瓑闄㈡牎,绉戞暀鏂囧寲,7.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",1,[0]
40.0017954,116.3280104,183.2,39744.75055555556,2008-10-23,18:00:48,39744.75043981-39744.7506713,'2008-10-23 18:00:38'-'2008-10-23 18:00:58',0.00023149,5,4,楂樼瓑闄㈡牎,绉戞暀鏂囧寲,7.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",1,[0]
40.0035018,116.327991,192.4,39744.7508449074,2008-10-23,18:01:13,39744.75072917-39744.75096065,'2008-10-23 18:01:03'-'2008-10-23 18:01:23',0.00023148,5,4,楂樼瓑闄㈡牎,绉戞暀鏂囧寲,7.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",1,[0]
40.0050364,116.32793339999998,176.0,39744.75113425926,2008-10-23,18:01:38,39744.75101852-39744.75125,'2008-10-23 18:01:28'-'2008-10-23 18:01:48',0.00023148,5,4,楂樼瓑闄㈡牎,绉戞暀鏂囧寲,7.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",1,[0]
40.0066395,116.327772,124.75,39744.75139467593,2008-10-23,18:02:00,39744.75130787-39744.75148148,'2008-10-23 18:01:53'-'2008-10-23 18:02:08',0.00017361,4,4,楂樼瓑闄㈡牎,绉戞暀鏂囧寲,7.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",1,[0]
40.0078386,116.327199,118.2,39744.75165509259,2008-10-23,18:02:23,39744.75153935-39744.75177083,'2008-10-23 18:02:13'-'2008-10-23 18:02:33',0.00023148,5,4,楂樼瓑闄㈡牎,绉戞暀鏂囧寲,7.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",1,[0]
40.00782166666667,116.32507966666668,104.0,39744.751886574064,2008-10-23,18:02:43,39744.7518287-39744.75194444,'2008-10-23 18:02:38'-'2008-10-23 18:02:48',0.00011574,3,4,楂樼瓑闄㈡牎,绉戞暀鏂囧寲,7.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",1,[0]
40.00771833333334,116.32324733333331,102.66666666666669,39744.7520601852,2008-10-23,18:02:58,39744.75200231-39744.75211806,'2008-10-23 18:02:53'-'2008-10-23 18:03:03',0.00011575,3,4,楂樼瓑闄㈡牎,绉戞暀鏂囧寲,7.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",1,[0]
40.00766644444444,116.32114055555556,100.11111111111111,39744.7524074074,2008-10-23,18:03:28,39744.75217593-39744.75263889,'2008-10-23 18:03:08'-'2008-10-23 18:03:48',0.00046296,9,4,楂樼瓑闄㈡牎,绉戞暀鏂囧寲,7.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",1,[0]
40.00771257692308,116.3201050769231,93.3846153846154,39744.753374732914,2008-10-23,18:04:51,39744.75269676-39744.75408565,'2008-10-23 18:03:53'-'2008-10-23 18:05:53',0.00138889,26,4,楂樼瓑闄㈡牎,绉戞暀鏂囧寲,7.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",1,[0]
