0.054888,0.093920,0.104231,0.144035,0.085400,0.103649,0.052076,0.177682,0.047412,0.045800
0.051448,0.093158,0.135233,0.142649,0.075673,0.093118,0.049612,0.174545,0.046732,0.046923
0.050421,0.076268,0.134200,0.115686,0.064538,0.075536,0.048026,0.251834,0.046441,0.046141
0.051691,0.082513,0.180020,0.132921,0.069505,0.086660,0.048777,0.163044,0.046608,0.047351
0.050606,0.087015,0.149786,0.143865,0.073454,0.082671,0.049627,0.179126,0.046673,0.046267
0.052544,0.091957,0.119668,0.151346,0.079689,0.095805,0.050724,0.174006,0.046774,0.046577
0.050271,0.077309,0.177284,0.138617,0.069107,0.072920,0.049069,0.181657,0.046204,0.046654
0.050911,0.066584,0.094244,0.098503,0.059696,0.066737,0.047813,0.332403,0.046054,0.046146
0.057249,0.111343,0.103722,0.146741,0.098127,0.124397,0.054097,0.119867,0.048087,0.045463
0.054215,0.071345,0.134933,0.144632,0.065092,0.075322,0.048741,0.223192,0.045797,0.045822
