0.052550,0.143744,0.055758,0.179434,0.091785,0.123588,0.050156,0.097325,0.069296,0.045455
0.045813,0.296049,0.048896,0.112795,0.064865,0.096514,0.056910,0.095346,0.046449,0.045455
0.049376,0.161947,0.055693,0.162470,0.096320,0.113012,0.066860,0.108182,0.049776,0.045455
0.051331,0.129251,0.055715,0.175299,0.131595,0.092402,0.072602,0.099755,0.055686,0.045455
0.052573,0.131024,0.053646,0.162231,0.079052,0.117383,0.076169,0.124455,0.067105,0.045455
0.052064,0.176677,0.056070,0.204039,0.076584,0.102008,0.058236,0.091278,0.046681,0.045455
0.047308,0.074589,0.047956,0.084842,0.356931,0.072489,0.055149,0.073343,0.051029,0.045455
0.047263,0.123029,0.051402,0.113403,0.250964,0.085062,0.059972,0.086690,0.045851,0.045455
0.045455,0.237450,0.048838,0.135306,0.064908,0.126209,0.057413,0.102604,0.045455,0.045455
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
