0.051531,0.074657,0.124308,0.120756,0.068822,0.076155,0.049064,0.247607,0.049159,0.047031
0.051700,0.075284,0.125222,0.116170,0.071321,0.076866,0.049110,0.245681,0.050465,0.047273
0.051107,0.076265,0.135617,0.118347,0.074088,0.078014,0.050074,0.228741,0.049936,0.046902
0.051205,0.074410,0.132908,0.116322,0.071243,0.076957,0.049148,0.240328,0.049334,0.047235
0.051609,0.073197,0.120970,0.118366,0.071409,0.076990,0.049693,0.248815,0.050674,0.047368
0.051684,0.073694,0.122705,0.115981,0.069163,0.076607,0.049488,0.251521,0.051167,0.047082
0.050767,0.074217,0.135165,0.129189,0.073795,0.078427,0.049593,0.222782,0.048073,0.047083
0.047878,0.058260,0.079935,0.073143,0.055801,0.059660,0.046718,0.393520,0.047990,0.046184
0.051112,0.069974,0.100035,0.116596,0.065027,0.069557,0.047994,0.282742,0.058906,0.047147
0.051413,0.074598,0.120327,0.110039,0.065226,0.075926,0.048277,0.267293,0.048594,0.047397
