0.047963,0.104868,0.293620,0.110716,0.060182,0.074642,0.046296,0.075021,0.050329,0.045455
0.058969,0.120881,0.275865,0.080034,0.062780,0.092187,0.062326,0.062335,0.047948,0.045767
0.050727,0.067454,0.385667,0.067871,0.060047,0.067357,0.048768,0.067540,0.047911,0.045748
0.048211,0.092291,0.250163,0.134087,0.066300,0.098219,0.045829,0.076208,0.052014,0.045769
0.046605,0.076645,0.322779,0.099910,0.063058,0.077627,0.046311,0.079541,0.050438,0.046177
0.060364,0.078638,0.300969,0.089360,0.076736,0.075548,0.047942,0.083758,0.049791,0.045986
0.052574,0.155505,0.275357,0.075154,0.056445,0.074026,0.047358,0.075671,0.051546,0.045455
0.047704,0.073256,0.386130,0.068495,0.054860,0.065197,0.046137,0.072478,0.048675,0.046158
0.045455,0.048560,0.460509,0.045455,0.046088,0.074751,0.046639,0.046882,0.049297,0.045455
0.047300,0.054478,0.221112,0.148920,0.081447,0.105545,0.045455,0.113925,0.045455,0.045455
