0.054854,0.071347,0.181872,0.140244,0.072820,0.075663,0.051650,0.123224,0.091482,0.045934
0.053406,0.083572,0.162866,0.172084,0.073211,0.076322,0.052180,0.119111,0.070266,0.046073
0.050359,0.062054,0.276230,0.099684,0.060299,0.061222,0.047878,0.092432,0.113124,0.045808
0.053399,0.079067,0.171925,0.181214,0.077571,0.073562,0.050379,0.108768,0.067408,0.045796
0.054783,0.072664,0.184476,0.155583,0.074666,0.075720,0.050050,0.117920,0.077317,0.045912
0.054986,0.079513,0.172494,0.148773,0.076752,0.078757,0.050681,0.120037,0.081211,0.045887
0.049817,0.079082,0.185167,0.160794,0.066348,0.079397,0.053982,0.091972,0.096751,0.045782
0.054442,0.070587,0.193163,0.123601,0.072311,0.074999,0.049090,0.143919,0.081057,0.045920
0.048299,0.057905,0.290473,0.081506,0.056826,0.061116,0.046272,0.089944,0.130858,0.045891
0.048512,0.062177,0.182887,0.213590,0.063562,0.050069,0.045455,0.119952,0.077092,0.045796
