0.045455,0.056025,0.309725,0.151163,0.119450,0.045455,0.045455,0.045455,0.045455,0.045455
0.045455,0.059157,0.275799,0.151058,0.118928,0.063410,0.054432,0.049943,0.045455,0.045455
0.045455,0.075918,0.094226,0.150500,0.116135,0.159504,0.102479,0.073967,0.045455,0.045455
0.045455,0.068580,0.173712,0.150744,0.117358,0.117437,0.081446,0.063450,0.045455,0.045455
0.045455,0.066419,0.197131,0.150816,0.117718,0.105043,0.075249,0.060352,0.045455,0.045455
0.045455,0.056025,0.309725,0.151163,0.119450,0.045455,0.045455,0.045455,0.045455,0.045455
0.045455,0.056025,0.309725,0.151163,0.119450,0.045455,0.045455,0.045455,0.045455,0.045455
0.045455,0.056025,0.309725,0.151163,0.119450,0.045455,0.045455,0.045455,0.045455,0.045455
0.045455,0.056025,0.309725,0.151163,0.119450,0.045455,0.045455,0.045455,0.045455,0.045455
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
