latitude,longitude,default,altitude,dayCount,date,time,datetime,time_region,datetime_region,delta_timestamp,items_number,people_id
39.98190748,116.32923940000002,0,138.76,39718.04060000001,2008-09-27,0:58:27,2008-09-27 0:58:27,39718.03998843-39718.04126157,'2008-09-27 00:57:35'-'2008-09-27 00:59:25',0.00127314,25,012
39.982063100000005,116.3274533,0,187.7,39718.04157986111,2008-09-27,0:59:52,2008-09-27 0:59:52,39718.04131944-39718.04184028,'2008-09-27 00:59:30'-'2008-09-27 01:00:15',0.00052084,10,012
39.983903266666665,116.32739520000001,0,289.8666666666667,39718.04229398148,2008-09-27,1:00:54,2008-09-27 1:00:54,39718.04189815-39718.04265046,'2008-09-27 01:00:20'-'2008-09-27 01:01:25',0.00075231,15,012
39.9847016875,116.32695231250001,0,223.0625,39718.04310112846,2008-09-27,1:02:03,2008-09-27 1:02:03,39718.04270833-39718.04351852,'2008-09-27 01:01:30'-'2008-09-27 01:02:40',0.00081019,16,012
39.98490471428572,116.32479885714285,0,185.28571428571428,39718.043750000004,2008-09-27,1:03:00,2008-09-27 1:03:00,39718.04357639-39718.04392361,'2008-09-27 01:02:45'-'2008-09-27 01:03:15',0.00034722,7,012
39.984897249999996,116.3229535,0,161.375,39718.04418402779,2008-09-27,1:03:37,2008-09-27 1:03:37,39718.04398148-39718.04438657,'2008-09-27 01:03:20'-'2008-09-27 01:03:55',0.00040509,8,012
39.985302545454545,116.32130554545452,0,152.72727272727272,39718.0447337963,2008-09-27,1:04:25,2008-09-27 1:04:25,39718.04444444-39718.04502315,'2008-09-27 01:04:00'-'2008-09-27 01:04:50',0.00057871,11,012
39.98690757142857,116.32113285714286,0,177.42857142857142,39718.04525462964,2008-09-27,1:05:10,2008-09-27 1:05:10,39718.04508102-39718.04542824,'2008-09-27 01:04:55'-'2008-09-27 01:05:25',0.00034722,7,012
39.9880347,116.32048740000002,0,170.4,39718.04574652777,2008-09-27,1:05:52,2008-09-27 1:05:52,39718.04548611-39718.04600694,'2008-09-27 01:05:30'-'2008-09-27 01:06:15',0.00052083,10,012
39.98809,116.31843014285717,0,169.0,39718.04623842593,2008-09-27,1:06:35,2008-09-27 1:06:35,39718.04606481-39718.04641204,'2008-09-27 01:06:20'-'2008-09-27 01:06:50',0.00034723,7,012
