latitude,longitude,default,altitude,dayCount,date,time,datetime,time_region,datetime_region,delta_timestamp,items_number,people_id
39.921712,116.472343,0,13.0,39298.1462037037,2007-08-04,3:30:32,2007-08-04 3:30:32,39298.1462037-39298.1462037,'2007-08-04 03:30:32'-'2007-08-04 03:30:32',0.0,1,010
39.921705,116.472343,0,13.0,39298.1462152778,2007-08-04,3:30:33,2007-08-04 3:30:33,39298.14621528-39298.14621528,'2007-08-04 03:30:33'-'2007-08-04 03:30:33',0.0,1,010
39.921695,116.472345,0,13.0,39298.1462268519,2007-08-04,3:30:34,2007-08-04 3:30:34,39298.14622685-39298.14622685,'2007-08-04 03:30:34'-'2007-08-04 03:30:34',0.0,1,010
39.921683,116.472342,0,13.0,39298.1462384259,2007-08-04,3:30:35,2007-08-04 3:30:35,39298.14623843-39298.14623843,'2007-08-04 03:30:35'-'2007-08-04 03:30:35',0.0,1,010
39.92118858024692,116.47227670370368,0,42.80246913580247,39298.14686542638,2007-08-04,3:31:29,2007-08-04 3:31:29,39298.14625-39298.14797454,'2007-08-04 03:30:36'-'2007-08-04 03:33:05',0.00172454,81,010
39.920303,116.472322,0,94.0,39298.1479976852,2007-08-04,3:33:07,2007-08-04 3:33:07,39298.14799769-39298.14799769,'2007-08-04 03:33:07'-'2007-08-04 03:33:07',0.0,1,010
39.91978946153846,116.47199912820517,0,93.74358974358974,39298.14851228632,2007-08-04,3:33:51,2007-08-04 3:33:51,39298.14799769-39298.14925926,'2007-08-04 03:33:07'-'2007-08-04 03:34:56',0.00126157,39,010
39.91817157831324,116.47200985542173,0,93.62650602409639,39298.149951472566,2007-08-04,3:35:55,2007-08-04 3:35:55,39298.14927083-39298.15071759,'2007-08-04 03:34:57'-'2007-08-04 03:37:02',0.00144676,83,010
39.916870927272726,116.47169150909093,0,94.0,39298.15139856902,2007-08-04,3:38:00,2007-08-04 3:38:00,39298.15087963-39298.15193287,'2007-08-04 03:37:16'-'2007-08-04 03:38:47',0.00105324,55,010
39.916235,116.47145,0,94.0,39298.1519444444,2007-08-04,3:38:48,2007-08-04 3:38:48,39298.15194444-39298.15194444,'2007-08-04 03:38:48'-'2007-08-04 03:38:48',0.0,1,010
