latitude,longitude,default,altitude,dayCount,date,time,datetime,time_region,datetime_region,delta_timestamp,items_number,people_id
39.984094,116.319236,0,492.0,39744.2451967593,2008-10-23,5:53:05,2008-10-23 5:53:05,39744.24519676-39744.24519676,'2008-10-23 05:53:05'-'2008-10-23 05:53:05',0.0,1,001
39.984412289473674,116.32032534210525,0,280.5,39744.24610380117,2008-10-23,5:54:23,2008-10-23 5:54:23,39744.24520833-39744.24701389,'2008-10-23 05:53:06'-'2008-10-23 05:55:42',0.00180556,38,001
39.98310292307693,116.32112861538462,0,165.92307692307693,39744.247260505705,2008-10-23,5:56:03,2008-10-23 5:56:03,39744.24704861-39744.24747685,'2008-10-23 05:55:45'-'2008-10-23 05:56:22',0.00042824,13,001
39.981713071428565,116.32126678571429,0,107.0,39744.247773644165,2008-10-23,5:56:47,2008-10-23 5:56:47,39744.24752315-39744.24798611,'2008-10-23 05:56:26'-'2008-10-23 05:57:06',0.00046296,14,001
39.98008873913044,116.32154665217391,0,94.21739130434783,39744.24846819645,2008-10-23,5:57:47,2008-10-23 5:57:47,39744.24802083-39744.24899306,'2008-10-23 05:57:09'-'2008-10-23 05:58:33',0.00097223,23,001
39.979626352941175,116.32296388235294,0,109.94117647058823,39744.24941721133,2008-10-23,5:59:09,2008-10-23 5:59:09,39744.24905093-39744.24972222,'2008-10-23 05:58:38'-'2008-10-23 05:59:36',0.00067129,17,001
39.97970142857143,116.32496592857142,0,100.92857142857143,39744.24997602512,2008-10-23,5:59:57,2008-10-23 5:59:57,39744.24975694-39744.25020833,'2008-10-23 05:59:39'-'2008-10-23 06:00:18',0.00045139,14,001
39.97941449999999,116.32679262500001,0,112.1875,39744.25051649305,2008-10-23,6:00:44,2008-10-23 6:00:44,39744.25025463-39744.25078704,'2008-10-23 06:00:22'-'2008-10-23 06:01:08',0.00053241,16,001
39.978258833333335,116.32735583333333,0,115.33333333333333,39744.251061921306,2008-10-23,6:01:31,2008-10-23 6:01:31,39744.25082176-39744.25135417,'2008-10-23 06:01:11'-'2008-10-23 06:01:57',0.00053241,12,001
39.970511,116.341455,0,492.0,39744.4395023148,2008-10-23,10:32:53,2008-10-23 10:32:53,39744.43950231-39744.43950231,'2008-10-23 10:32:53'-'2008-10-23 10:32:53',0.0,1,001
39.978118318181814,116.32711236363635,0,238.72727272727272,39744.44010732322,2008-10-23,10:33:45,2008-10-23 10:33:45,39744.43958333-39744.44055556,'2008-10-23 10:33:00'-'2008-10-23 10:34:24',0.00097223,22,001
39.979576333333334,116.32714405555556,0,123.44444444444444,39744.44099601337,2008-10-23,10:35:02,2008-10-23 10:35:02,39744.44061343-39744.44138889,'2008-10-23 10:34:29'-'2008-10-23 10:35:36',0.00077546,18,001
39.9808765,116.32688100000001,0,39.5,39744.44155815973,2008-10-23,10:35:50,2008-10-23 10:35:50,39744.44142361-39744.44170139,'2008-10-23 10:35:39'-'2008-10-23 10:36:03',0.00027778,8,001
39.981748,116.326759,0,19.0,39744.4417361111,2008-10-23,10:36:06,2008-10-23 10:36:06,39744.44173611-39744.44173611,'2008-10-23 10:36:06'-'2008-10-23 10:36:06',0.0,1,001
39.981959,116.326767,0,26.0,39744.4417476852,2008-10-23,10:36:07,2008-10-23 10:36:07,39744.44174769-39744.44174769,'2008-10-23 10:36:07'-'2008-10-23 10:36:07',0.0,1,001
39.982049,116.326757,0,26.0,39744.4417592593,2008-10-23,10:36:08,2008-10-23 10:36:08,39744.44175926-39744.44175926,'2008-10-23 10:36:08'-'2008-10-23 10:36:08',0.0,1,001
39.982175,116.326752,0,29.0,39744.4417708333,2008-10-23,10:36:09,2008-10-23 10:36:09,39744.44177083-39744.44177083,'2008-10-23 10:36:09'-'2008-10-23 10:36:09',0.0,1,001
39.982905333333335,116.32671091666667,0,17.583333333333332,39744.44200906636,2008-10-23,10:36:29,2008-10-23 10:36:29,39744.44178241-39744.44224537,'2008-10-23 10:36:10'-'2008-10-23 10:36:50',0.00046296,12,001
39.984346499999994,116.3267045,0,23.285714285714285,39744.44254546957,2008-10-23,10:37:15,2008-10-23 10:37:15,39744.44226852-39744.44284722,'2008-10-23 10:36:52'-'2008-10-23 10:37:42',0.0005787,14,001
39.98578178571429,116.32658214285716,0,35.57142857142857,39744.443112599205,2008-10-23,10:38:04,2008-10-23 10:38:04,39744.4428588-39744.4433912,'2008-10-23 10:37:43'-'2008-10-23 10:38:29',0.0005324,14,001
39.98712292307692,116.32650315384613,0,42.07692307692308,39744.443698361814,2008-10-23,10:38:55,2008-10-23 10:38:55,39744.4434375-39744.44395833,'2008-10-23 10:38:33'-'2008-10-23 10:39:18',0.00052083,13,001
39.98858085714286,116.32650500000001,0,49.07142857142857,39744.44420800265,2008-10-23,10:39:39,2008-10-23 10:39:39,39744.44399306-39744.44447917,'2008-10-23 10:39:21'-'2008-10-23 10:40:03',0.00048611,14,001
39.98998807142857,116.32652914285714,0,86.0,39744.44472056876,2008-10-23,10:40:23,2008-10-23 10:40:23,39744.44450231-39744.445,'2008-10-23 10:40:05'-'2008-10-23 10:40:48',0.00049769,14,001
39.99133616666668,116.32637925,0,78.5,39744.4455787037,2008-10-23,10:41:38,2008-10-23 10:41:38,39744.4450463-39744.44613426,'2008-10-23 10:40:52'-'2008-10-23 10:42:26',0.00108796,24,001
39.992733533333336,116.32639826666667,0,104.33333333333333,39744.44651543211,2008-10-23,10:42:58,2008-10-23 10:42:58,39744.44618056-39744.44686343,'2008-10-23 10:42:30'-'2008-10-23 10:43:29',0.00068287,15,001
39.99406884615384,116.32651153846155,0,162.53846153846155,39744.447118055556,2008-10-23,10:43:51,2008-10-23 10:43:51,39744.44690972-39744.44730324,'2008-10-23 10:43:33'-'2008-10-23 10:44:07',0.00039352,13,001
39.99540666666667,116.32649761111111,0,161.83333333333334,39744.44767618314,2008-10-23,10:44:39,2008-10-23 10:44:39,39744.44731481-39744.44802083,'2008-10-23 10:44:08'-'2008-10-23 10:45:09',0.00070602,18,001
39.99685278571428,116.32659685714286,0,123.35714285714286,39744.44834077381,2008-10-23,10:45:36,2008-10-23 10:45:36,39744.4480787-39744.44856481,'2008-10-23 10:45:14'-'2008-10-23 10:45:56',0.00048611,14,001
39.99817554545455,116.32659690909091,0,114.54545454545455,39744.44878787879,2008-10-23,10:46:15,2008-10-23 10:46:15,39744.44861111-39744.44894676,'2008-10-23 10:46:00'-'2008-10-23 10:46:29',0.00033565,11,001
39.999019,116.326574,0,105.0,39744.4489583333,2008-10-23,10:46:30,2008-10-23 10:46:30,39744.44895833-39744.44895833,'2008-10-23 10:46:30'-'2008-10-23 10:46:30',0.0,1,001
39.99967552941176,116.32597029411762,0,126.82352941176471,39744.44926402505,2008-10-23,10:46:56,2008-10-23 10:46:56,39744.44896991-39744.44959491,'2008-10-23 10:46:31'-'2008-10-23 10:47:25',0.000625,17,001
39.99982615384616,116.32410569230768,0,204.0,39744.449854878934,2008-10-23,10:47:47,2008-10-23 10:47:47,39744.44961806-39744.45008102,'2008-10-23 10:47:27'-'2008-10-23 10:48:07',0.00046296,13,001
40.00010525,116.32227643750001,0,259.5,39744.450392795145,2008-10-23,10:48:33,2008-10-23 10:48:33,39744.45010417-39744.45074074,'2008-10-23 10:48:09'-'2008-10-23 10:49:04',0.00063657,16,001
40.001426,116.32170484615382,0,169.07692307692307,39744.451000712266,2008-10-23,10:49:26,2008-10-23 10:49:26,39744.45077546-39744.45125,'2008-10-23 10:49:07'-'2008-10-23 10:49:48',0.00047454,13,001
40.00280192307692,116.32153953846152,0,76.61538461538461,39744.451531339044,2008-10-23,10:50:12,2008-10-23 10:50:12,39744.4512963-39744.45178241,'2008-10-23 10:49:52'-'2008-10-23 10:50:34',0.00048611,13,001
40.00430850000001,116.3213038125,0,90.3125,39744.45216941552,2008-10-23,10:51:07,2008-10-23 10:51:07,39744.4518287-39744.45251157,'2008-10-23 10:50:38'-'2008-10-23 10:51:37',0.00068287,16,001
40.00485992857143,116.31978535714286,0,125.5,39744.45278439153,2008-10-23,10:52:00,2008-10-23 10:52:00,39744.4525463-39744.45303241,'2008-10-23 10:51:40'-'2008-10-23 10:52:22',0.00048611,14,001
40.005260764705874,116.3180155882353,0,164.23529411764707,39744.45335035403,2008-10-23,10:52:49,2008-10-23 10:52:49,39744.45306713-39744.45365741,'2008-10-23 10:52:25'-'2008-10-23 10:53:16',0.00059028,17,001
40.00676864285714,116.31767364285714,0,126.14285714285714,39744.45396081348,2008-10-23,10:53:42,2008-10-23 10:53:42,39744.4537037-39744.45422454,'2008-10-23 10:53:20'-'2008-10-23 10:54:05',0.00052084,14,001
40.00829606666667,116.3176312,0,91.73333333333333,39744.45446219137,2008-10-23,10:54:25,2008-10-23 10:54:25,39744.45423611-39744.4547338,'2008-10-23 10:54:06'-'2008-10-23 10:54:49',0.00049769,15,001
