id,date_list,time,probability,index
22,"['2009-07-13', '2009-04-15', '2009-03-07', '2009-04-23', '2009-06-20', '2009-02-11', '2009-04-03', '2009-03-13', '2009-05-07', '2009-06-26', '2009-05-11', '2009-04-13', '2009-06-01', '2009-04-10', '2009-03-05', '2009-04-22', '2009-07-12', '2009-03-23', '2009-07-06', '2009-03-26', '2009-04-24', '2009-03-12', '2009-05-12', '2009-05-13', '2009-07-14', '2009-06-06', '2009-02-12', '2009-03-11', '2009-02-06', '2009-05-09', '2009-06-08', '2009-05-29', '2009-06-03', '2009-04-17', '2009-01-09', '2009-05-01', '2009-07-18', '2009-04-29', '2009-05-31', '2009-02-20', '2009-01-12', '2009-05-02', '2009-05-16', '2009-06-23', '2009-04-27', '2009-05-20', '2009-06-16', '2009-01-11', '2009-06-29', '2009-04-28', '2009-03-24', '2009-06-27', '2009-03-04', '2009-03-09', '2009-02-13', '2009-04-26', '2009-03-22', '2009-05-10', '2009-03-27', '2009-04-09', '2009-02-23', '2009-04-19', '2009-05-05', '2009-02-04', '2009-04-02', '2009-04-14', '2009-04-25', '2009-02-07', '2009-05-21', '2009-07-07', '2009-02-03', '2009-06-10', '2009-06-25', '2009-06-11', '2009-05-06', '2009-02-16', '2009-07-09', '2009-07-16', '2009-03-08', '2009-04-05', '2009-07-21', '2009-05-04', '2009-06-30', '2009-04-18', '2009-02-17', '2009-05-27', '2009-07-20', '2009-02-21', '2009-05-28', '2009-01-10', '2009-07-19', '2009-07-27', '2009-03-10', '2009-07-24', '2009-04-08', '2009-07-02', '2009-02-19', '2009-07-01', '2009-04-16', '2009-04-11', '2009-06-09', '2009-02-14', '2009-04-30', '2009-07-23', '2009-07-26', '2009-07-15', '2009-07-17', '2009-02-10', '2009-07-08', '2009-05-14', '2009-06-17', '2009-02-08', '2009-06-15', '2009-06-18', '2009-02-22', '2009-06-21', '2009-02-09', '2009-07-11', '2009-03-21', '2009-03-20', '2009-05-15', '2009-05-03']",00:00,"[0.013773699308347428, 0.06937279830797996, 0.528834834023199, 0.10143806426538764, 0.04385478700036211, 0.04988405443043289, 0.006307001257148451, 0.16673565097134724, 0.006285596922281898, 0.013513513513513514]",0
22,"['2009-07-13', '2009-04-15', '2009-03-07', '2009-04-23', '2009-06-20', '2009-02-11', '2009-04-03', '2009-03-13', '2009-05-07', '2009-06-26', '2009-05-11', '2009-04-13', '2009-06-01', '2009-04-10', '2009-03-05', '2009-04-22', '2009-07-12', '2009-03-23', '2009-07-06', '2009-03-26', '2009-04-24', '2009-03-12', '2009-05-12', '2009-05-13', '2009-07-14', '2009-06-06', '2009-02-12', '2009-03-11', '2009-02-06', '2009-05-09', '2009-06-08', '2009-05-29', '2009-06-03', '2009-04-17', '2009-01-09', '2009-05-01', '2009-07-18', '2009-04-29', '2009-05-31', '2009-02-20', '2009-01-12', '2009-05-02', '2009-05-16', '2009-06-23', '2009-04-27', '2009-05-20', '2009-06-16', '2009-01-11', '2009-06-29', '2009-04-28', '2009-03-24', '2009-06-27', '2009-03-04', '2009-03-09', '2009-02-13', '2009-04-26', '2009-03-22', '2009-05-10', '2009-03-27', '2009-04-09', '2009-02-23', '2009-04-19', '2009-05-05', '2009-02-04', '2009-04-02', '2009-04-14', '2009-04-25', '2009-02-07', '2009-05-21', '2009-07-07', '2009-02-03', '2009-06-10', '2009-06-25', '2009-06-11', '2009-05-06', '2009-02-16', '2009-07-09', '2009-07-16', '2009-03-08', '2009-04-05', '2009-07-21', '2009-05-04', '2009-06-30', '2009-04-18', '2009-02-17', '2009-05-27', '2009-07-20', '2009-02-21', '2009-05-28', '2009-01-10', '2009-07-19', '2009-07-27', '2009-03-10', '2009-07-24', '2009-04-08', '2009-07-02', '2009-02-19', '2009-07-01', '2009-04-16', '2009-04-11', '2009-06-09', '2009-02-14', '2009-04-30', '2009-07-23', '2009-07-26', '2009-07-15', '2009-07-17', '2009-02-10', '2009-07-08', '2009-05-14', '2009-06-17', '2009-02-08', '2009-06-15', '2009-06-18', '2009-02-22', '2009-06-21', '2009-02-09', '2009-07-11', '2009-03-21', '2009-03-20', '2009-05-15', '2009-05-03']",00:30,"[0.013018078333402227, 0.17423394097910552, 0.42860748073331806, 0.18694595252016297, 0.047360425781326265, 0.05546312827914293, 0.00794685478257576, 0.07568648412273478, 0.010737654468231501, 0.0]",0
22,"['2009-07-13', '2009-04-15', '2009-03-07', '2009-04-23', '2009-06-20', '2009-02-11', '2009-04-03', '2009-03-13', '2009-05-07', '2009-06-26', '2009-05-11', '2009-04-13', '2009-06-01', '2009-04-10', '2009-03-05', '2009-04-22', '2009-07-12', '2009-03-23', '2009-07-06', '2009-03-26', '2009-04-24', '2009-03-12', '2009-05-12', '2009-05-13', '2009-07-14', '2009-06-06', '2009-02-12', '2009-03-11', '2009-02-06', '2009-05-09', '2009-06-08', '2009-05-29', '2009-06-03', '2009-04-17', '2009-01-09', '2009-05-01', '2009-07-18', '2009-04-29', '2009-05-31', '2009-02-20', '2009-01-12', '2009-05-02', '2009-05-16', '2009-06-23', '2009-04-27', '2009-05-20', '2009-06-16', '2009-01-11', '2009-06-29', '2009-04-28', '2009-03-24', '2009-06-27', '2009-03-04', '2009-03-09', '2009-02-13', '2009-04-26', '2009-03-22', '2009-05-10', '2009-03-27', '2009-04-09', '2009-02-23', '2009-04-19', '2009-05-05', '2009-02-04', '2009-04-02', '2009-04-14', '2009-04-25', '2009-02-07', '2009-05-21', '2009-07-07', '2009-02-03', '2009-06-10', '2009-06-25', '2009-06-11', '2009-05-06', '2009-02-16', '2009-07-09', '2009-07-16', '2009-03-08', '2009-04-05', '2009-07-21', '2009-05-04', '2009-06-30', '2009-04-18', '2009-02-17', '2009-05-27', '2009-07-20', '2009-02-21', '2009-05-28', '2009-01-10', '2009-07-19', '2009-07-27', '2009-03-10', '2009-07-24', '2009-04-08', '2009-07-02', '2009-02-19', '2009-07-01', '2009-04-16', '2009-04-11', '2009-06-09', '2009-02-14', '2009-04-30', '2009-07-23', '2009-07-26', '2009-07-15', '2009-07-17', '2009-02-10', '2009-07-08', '2009-05-14', '2009-06-17', '2009-02-08', '2009-06-15', '2009-06-18', '2009-02-22', '2009-06-21', '2009-02-09', '2009-07-11', '2009-03-21', '2009-03-20', '2009-05-15', '2009-05-03']",01:00,"[0.0075487911905934004, 0.11957681400445108, 0.5085374524566295, 0.14409804605141688, 0.05292525141373434, 0.047213264266978965, 0.008387435764730134, 0.10690028199364139, 0.0036959057114187674, 0.0011167571464053676]",0
22,"['2009-07-13', '2009-04-15', '2009-03-07', '2009-04-23', '2009-06-20', '2009-02-11', '2009-04-03', '2009-03-13', '2009-05-07', '2009-06-26', '2009-05-11', '2009-04-13', '2009-06-01', '2009-04-10', '2009-03-05', '2009-04-22', '2009-07-12', '2009-03-23', '2009-07-06', '2009-03-26', '2009-04-24', '2009-03-12', '2009-05-12', '2009-05-13', '2009-07-14', '2009-06-06', '2009-02-12', '2009-03-11', '2009-02-06', '2009-05-09', '2009-06-08', '2009-05-29', '2009-06-03', '2009-04-17', '2009-01-09', '2009-05-01', '2009-07-18', '2009-04-29', '2009-05-31', '2009-02-20', '2009-01-12', '2009-05-02', '2009-05-16', '2009-06-23', '2009-04-27', '2009-05-20', '2009-06-16', '2009-01-11', '2009-06-29', '2009-04-28', '2009-03-24', '2009-06-27', '2009-03-04', '2009-03-09', '2009-02-13', '2009-04-26', '2009-03-22', '2009-05-10', '2009-03-27', '2009-04-09', '2009-02-23', '2009-04-19', '2009-05-05', '2009-02-04', '2009-04-02', '2009-04-14', '2009-04-25', '2009-02-07', '2009-05-21', '2009-07-07', '2009-02-03', '2009-06-10', '2009-06-25', '2009-06-11', '2009-05-06', '2009-02-16', '2009-07-09', '2009-07-16', '2009-03-08', '2009-04-05', '2009-07-21', '2009-05-04', '2009-06-30', '2009-04-18', '2009-02-17', '2009-05-27', '2009-07-20', '2009-02-21', '2009-05-28', '2009-01-10', '2009-07-19', '2009-07-27', '2009-03-10', '2009-07-24', '2009-04-08', '2009-07-02', '2009-02-19', '2009-07-01', '2009-04-16', '2009-04-11', '2009-06-09', '2009-02-14', '2009-04-30', '2009-07-23', '2009-07-26', '2009-07-15', '2009-07-17', '2009-02-10', '2009-07-08', '2009-05-14', '2009-06-17', '2009-02-08', '2009-06-15', '2009-06-18', '2009-02-22', '2009-06-21', '2009-02-09', '2009-07-11', '2009-03-21', '2009-03-20', '2009-05-15', '2009-05-03']",01:30,"[0.008474770613869425, 0.19722415802028084, 0.5214927098344306, 0.0889901386135941, 0.023746400918785007, 0.03876361136958782, 0.0030278883356397355, 0.116533484771008, 0.0006394712932366506, 0.0011073662295678212]",0
22,"['2009-07-13', '2009-04-15', '2009-03-07', '2009-04-23', '2009-06-20', '2009-02-11', '2009-04-03', '2009-03-13', '2009-05-07', '2009-06-26', '2009-05-11', '2009-04-13', '2009-06-01', '2009-04-10', '2009-03-05', '2009-04-22', '2009-07-12', '2009-03-23', '2009-07-06', '2009-03-26', '2009-04-24', '2009-03-12', '2009-05-12', '2009-05-13', '2009-07-14', '2009-06-06', '2009-02-12', '2009-03-11', '2009-02-06', '2009-05-09', '2009-06-08', '2009-05-29', '2009-06-03', '2009-04-17', '2009-01-09', '2009-05-01', '2009-07-18', '2009-04-29', '2009-05-31', '2009-02-20', '2009-01-12', '2009-05-02', '2009-05-16', '2009-06-23', '2009-04-27', '2009-05-20', '2009-06-16', '2009-01-11', '2009-06-29', '2009-04-28', '2009-03-24', '2009-06-27', '2009-03-04', '2009-03-09', '2009-02-13', '2009-04-26', '2009-03-22', '2009-05-10', '2009-03-27', '2009-04-09', '2009-02-23', '2009-04-19', '2009-05-05', '2009-02-04', '2009-04-02', '2009-04-14', '2009-04-25', '2009-02-07', '2009-05-21', '2009-07-07', '2009-02-03', '2009-06-10', '2009-06-25', '2009-06-11', '2009-05-06', '2009-02-16', '2009-07-09', '2009-07-16', '2009-03-08', '2009-04-05', '2009-07-21', '2009-05-04', '2009-06-30', '2009-04-18', '2009-02-17', '2009-05-27', '2009-07-20', '2009-02-21', '2009-05-28', '2009-01-10', '2009-07-19', '2009-07-27', '2009-03-10', '2009-07-24', '2009-04-08', '2009-07-02', '2009-02-19', '2009-07-01', '2009-04-16', '2009-04-11', '2009-06-09', '2009-02-14', '2009-04-30', '2009-07-23', '2009-07-26', '2009-07-15', '2009-07-17', '2009-02-10', '2009-07-08', '2009-05-14', '2009-06-17', '2009-02-08', '2009-06-15', '2009-06-18', '2009-02-22', '2009-06-21', '2009-02-09', '2009-07-11', '2009-03-21', '2009-03-20', '2009-05-15', '2009-05-03']",02:00,"[0.009363764900988463, 0.1044268322317026, 0.6013154420350928, 0.08792343417860783, 0.041287333081798286, 0.03719922542417579, 0.0260452280734119, 0.07203467770000152, 0.009722801759010266, 0.010681260615210415]",0
22,"['2009-07-13', '2009-04-15', '2009-03-07', '2009-04-23', '2009-06-20', '2009-02-11', '2009-04-03', '2009-03-13', '2009-05-07', '2009-06-26', '2009-05-11', '2009-04-13', '2009-06-01', '2009-04-10', '2009-03-05', '2009-04-22', '2009-07-12', '2009-03-23', '2009-07-06', '2009-03-26', '2009-04-24', '2009-03-12', '2009-05-12', '2009-05-13', '2009-07-14', '2009-06-06', '2009-02-12', '2009-03-11', '2009-02-06', '2009-05-09', '2009-06-08', '2009-05-29', '2009-06-03', '2009-04-17', '2009-01-09', '2009-05-01', '2009-07-18', '2009-04-29', '2009-05-31', '2009-02-20', '2009-01-12', '2009-05-02', '2009-05-16', '2009-06-23', '2009-04-27', '2009-05-20', '2009-06-16', '2009-01-11', '2009-06-29', '2009-04-28', '2009-03-24', '2009-06-27', '2009-03-04', '2009-03-09', '2009-02-13', '2009-04-26', '2009-03-22', '2009-05-10', '2009-03-27', '2009-04-09', '2009-02-23', '2009-04-19', '2009-05-05', '2009-02-04', '2009-04-02', '2009-04-14', '2009-04-25', '2009-02-07', '2009-05-21', '2009-07-07', '2009-02-03', '2009-06-10', '2009-06-25', '2009-06-11', '2009-05-06', '2009-02-16', '2009-07-09', '2009-07-16', '2009-03-08', '2009-04-05', '2009-07-21', '2009-05-04', '2009-06-30', '2009-04-18', '2009-02-17', '2009-05-27', '2009-07-20', '2009-02-21', '2009-05-28', '2009-01-10', '2009-07-19', '2009-07-27', '2009-03-10', '2009-07-24', '2009-04-08', '2009-07-02', '2009-02-19', '2009-07-01', '2009-04-16', '2009-04-11', '2009-06-09', '2009-02-14', '2009-04-30', '2009-07-23', '2009-07-26', '2009-07-15', '2009-07-17', '2009-02-10', '2009-07-08', '2009-05-14', '2009-06-17', '2009-02-08', '2009-06-15', '2009-06-18', '2009-02-22', '2009-06-21', '2009-02-09', '2009-07-11', '2009-03-21', '2009-03-20', '2009-05-15', '2009-05-03']",02:30,"[0.006313587473239337, 0.1715376333145374, 0.5489392274740162, 0.09551278558911482, 0.030374640268801132, 0.043184953828580126, 0.0062967990869350204, 0.07234319094249501, 0.02549718202228118, 0.0]",0
22,"['2009-07-13', '2009-04-15', '2009-03-07', '2009-04-23', '2009-06-20', '2009-02-11', '2009-04-03', '2009-03-13', '2009-05-07', '2009-06-26', '2009-05-11', '2009-04-13', '2009-06-01', '2009-04-10', '2009-03-05', '2009-04-22', '2009-07-12', '2009-03-23', '2009-07-06', '2009-03-26', '2009-04-24', '2009-03-12', '2009-05-12', '2009-05-13', '2009-07-14', '2009-06-06', '2009-02-12', '2009-03-11', '2009-02-06', '2009-05-09', '2009-06-08', '2009-05-29', '2009-06-03', '2009-04-17', '2009-01-09', '2009-05-01', '2009-07-18', '2009-04-29', '2009-05-31', '2009-02-20', '2009-01-12', '2009-05-02', '2009-05-16', '2009-06-23', '2009-04-27', '2009-05-20', '2009-06-16', '2009-01-11', '2009-06-29', '2009-04-28', '2009-03-24', '2009-06-27', '2009-03-04', '2009-03-09', '2009-02-13', '2009-04-26', '2009-03-22', '2009-05-10', '2009-03-27', '2009-04-09', '2009-02-23', '2009-04-19', '2009-05-05', '2009-02-04', '2009-04-02', '2009-04-14', '2009-04-25', '2009-02-07', '2009-05-21', '2009-07-07', '2009-02-03', '2009-06-10', '2009-06-25', '2009-06-11', '2009-05-06', '2009-02-16', '2009-07-09', '2009-07-16', '2009-03-08', '2009-04-05', '2009-07-21', '2009-05-04', '2009-06-30', '2009-04-18', '2009-02-17', '2009-05-27', '2009-07-20', '2009-02-21', '2009-05-28', '2009-01-10', '2009-07-19', '2009-07-27', '2009-03-10', '2009-07-24', '2009-04-08', '2009-07-02', '2009-02-19', '2009-07-01', '2009-04-16', '2009-04-11', '2009-06-09', '2009-02-14', '2009-04-30', '2009-07-23', '2009-07-26', '2009-07-15', '2009-07-17', '2009-02-10', '2009-07-08', '2009-05-14', '2009-06-17', '2009-02-08', '2009-06-15', '2009-06-18', '2009-02-22', '2009-06-21', '2009-02-09', '2009-07-11', '2009-03-21', '2009-03-20', '2009-05-15', '2009-05-03']",03:00,"[0.006037405506367194, 0.12862554208670965, 0.5275664554924777, 0.11670383246135395, 0.03215489877258854, 0.04890359135729956, 0.0059751593281510505, 0.09403559643590059, 0.03999751855915162, 0.0]",0
22,"['2009-07-13', '2009-04-15', '2009-03-07', '2009-04-23', '2009-06-20', '2009-02-11', '2009-04-03', '2009-03-13', '2009-05-07', '2009-06-26', '2009-05-11', '2009-04-13', '2009-06-01', '2009-04-10', '2009-03-05', '2009-04-22', '2009-07-12', '2009-03-23', '2009-07-06', '2009-03-26', '2009-04-24', '2009-03-12', '2009-05-12', '2009-05-13', '2009-07-14', '2009-06-06', '2009-02-12', '2009-03-11', '2009-02-06', '2009-05-09', '2009-06-08', '2009-05-29', '2009-06-03', '2009-04-17', '2009-01-09', '2009-05-01', '2009-07-18', '2009-04-29', '2009-05-31', '2009-02-20', '2009-01-12', '2009-05-02', '2009-05-16', '2009-06-23', '2009-04-27', '2009-05-20', '2009-06-16', '2009-01-11', '2009-06-29', '2009-04-28', '2009-03-24', '2009-06-27', '2009-03-04', '2009-03-09', '2009-02-13', '2009-04-26', '2009-03-22', '2009-05-10', '2009-03-27', '2009-04-09', '2009-02-23', '2009-04-19', '2009-05-05', '2009-02-04', '2009-04-02', '2009-04-14', '2009-04-25', '2009-02-07', '2009-05-21', '2009-07-07', '2009-02-03', '2009-06-10', '2009-06-25', '2009-06-11', '2009-05-06', '2009-02-16', '2009-07-09', '2009-07-16', '2009-03-08', '2009-04-05', '2009-07-21', '2009-05-04', '2009-06-30', '2009-04-18', '2009-02-17', '2009-05-27', '2009-07-20', '2009-02-21', '2009-05-28', '2009-01-10', '2009-07-19', '2009-07-27', '2009-03-10', '2009-07-24', '2009-04-08', '2009-07-02', '2009-02-19', '2009-07-01', '2009-04-16', '2009-04-11', '2009-06-09', '2009-02-14', '2009-04-30', '2009-07-23', '2009-07-26', '2009-07-15', '2009-07-17', '2009-02-10', '2009-07-08', '2009-05-14', '2009-06-17', '2009-02-08', '2009-06-15', '2009-06-18', '2009-02-22', '2009-06-21', '2009-02-09', '2009-07-11', '2009-03-21', '2009-03-20', '2009-05-15', '2009-05-03']",03:30,"[0.014033796585347562, 0.1179543682523073, 0.5709151091841569, 0.09964929698840957, 0.04008459267010821, 0.023191833643612873, 0.011945025167015684, 0.1212695793671806, 0.0009563981418614501, 0.0]",0
22,"['2009-07-13', '2009-04-15', '2009-03-07', '2009-04-23', '2009-06-20', '2009-02-11', '2009-04-03', '2009-03-13', '2009-05-07', '2009-06-26', '2009-05-11', '2009-04-13', '2009-06-01', '2009-04-10', '2009-03-05', '2009-04-22', '2009-07-12', '2009-03-23', '2009-07-06', '2009-03-26', '2009-04-24', '2009-03-12', '2009-05-12', '2009-05-13', '2009-07-14', '2009-06-06', '2009-02-12', '2009-03-11', '2009-02-06', '2009-05-09', '2009-06-08', '2009-05-29', '2009-06-03', '2009-04-17', '2009-01-09', '2009-05-01', '2009-07-18', '2009-04-29', '2009-05-31', '2009-02-20', '2009-01-12', '2009-05-02', '2009-05-16', '2009-06-23', '2009-04-27', '2009-05-20', '2009-06-16', '2009-01-11', '2009-06-29', '2009-04-28', '2009-03-24', '2009-06-27', '2009-03-04', '2009-03-09', '2009-02-13', '2009-04-26', '2009-03-22', '2009-05-10', '2009-03-27', '2009-04-09', '2009-02-23', '2009-04-19', '2009-05-05', '2009-02-04', '2009-04-02', '2009-04-14', '2009-04-25', '2009-02-07', '2009-05-21', '2009-07-07', '2009-02-03', '2009-06-10', '2009-06-25', '2009-06-11', '2009-05-06', '2009-02-16', '2009-07-09', '2009-07-16', '2009-03-08', '2009-04-05', '2009-07-21', '2009-05-04', '2009-06-30', '2009-04-18', '2009-02-17', '2009-05-27', '2009-07-20', '2009-02-21', '2009-05-28', '2009-01-10', '2009-07-19', '2009-07-27', '2009-03-10', '2009-07-24', '2009-04-08', '2009-07-02', '2009-02-19', '2009-07-01', '2009-04-16', '2009-04-11', '2009-06-09', '2009-02-14', '2009-04-30', '2009-07-23', '2009-07-26', '2009-07-15', '2009-07-17', '2009-02-10', '2009-07-08', '2009-05-14', '2009-06-17', '2009-02-08', '2009-06-15', '2009-06-18', '2009-02-22', '2009-06-21', '2009-02-09', '2009-07-11', '2009-03-21', '2009-03-20', '2009-05-15', '2009-05-03']",04:00,"[0.00220119363994533, 0.11484548075402264, 0.5983868575373252, 0.08991525944487877, 0.029443969776601304, 0.015639972919841035, 0.004402360890512597, 0.13760524710683453, 0.0075596579300386095, 0.0]",0
22,"['2009-07-13', '2009-04-15', '2009-03-07', '2009-04-23', '2009-06-20', '2009-02-11', '2009-04-03', '2009-03-13', '2009-05-07', '2009-06-26', '2009-05-11', '2009-04-13', '2009-06-01', '2009-04-10', '2009-03-05', '2009-04-22', '2009-07-12', '2009-03-23', '2009-07-06', '2009-03-26', '2009-04-24', '2009-03-12', '2009-05-12', '2009-05-13', '2009-07-14', '2009-06-06', '2009-02-12', '2009-03-11', '2009-02-06', '2009-05-09', '2009-06-08', '2009-05-29', '2009-06-03', '2009-04-17', '2009-01-09', '2009-05-01', '2009-07-18', '2009-04-29', '2009-05-31', '2009-02-20', '2009-01-12', '2009-05-02', '2009-05-16', '2009-06-23', '2009-04-27', '2009-05-20', '2009-06-16', '2009-01-11', '2009-06-29', '2009-04-28', '2009-03-24', '2009-06-27', '2009-03-04', '2009-03-09', '2009-02-13', '2009-04-26', '2009-03-22', '2009-05-10', '2009-03-27', '2009-04-09', '2009-02-23', '2009-04-19', '2009-05-05', '2009-02-04', '2009-04-02', '2009-04-14', '2009-04-25', '2009-02-07', '2009-05-21', '2009-07-07', '2009-02-03', '2009-06-10', '2009-06-25', '2009-06-11', '2009-05-06', '2009-02-16', '2009-07-09', '2009-07-16', '2009-03-08', '2009-04-05', '2009-07-21', '2009-05-04', '2009-06-30', '2009-04-18', '2009-02-17', '2009-05-27', '2009-07-20', '2009-02-21', '2009-05-28', '2009-01-10', '2009-07-19', '2009-07-27', '2009-03-10', '2009-07-24', '2009-04-08', '2009-07-02', '2009-02-19', '2009-07-01', '2009-04-16', '2009-04-11', '2009-06-09', '2009-02-14', '2009-04-30', '2009-07-23', '2009-07-26', '2009-07-15', '2009-07-17', '2009-02-10', '2009-07-08', '2009-05-14', '2009-06-17', '2009-02-08', '2009-06-15', '2009-06-18', '2009-02-22', '2009-06-21', '2009-02-09', '2009-07-11', '2009-03-21', '2009-03-20', '2009-05-15', '2009-05-03']",04:30,"[0.01127548666833581, 0.08904933701921117, 0.53354713263307, 0.0835767785376074, 0.04555957303261233, 0.04915097110327339, 0.0038353651292802266, 0.17013500808824616, 0.013177162550205384, 0.00069318523815823]",0
