id,date_list,time,probability,index
76,"['2007-04-20', '2007-04-17', '2007-04-18', '2007-04-16', '2007-04-19', '2007-04-23', '2007-04-24']",00:00,"[0.05897435897435899, 0.13333333333333333, 0.012820512820512822, 0.3871794871794872, 0.1564102564102564, 0.14615384615384613, 0.012820512820512822, 0.012820512820512822, 0.0794871794871795, 0.0]",0
76,"['2007-04-20', '2007-04-17', '2007-04-18', '2007-04-16', '2007-04-19', '2007-04-23', '2007-04-24']",00:30,"[0.02506265664160402, 0.060776942355889735, 0.04479949874686718, 0.46475563909774453, 0.3002819548872181, 0.0673558897243108, 0.01848370927318296, 0.011904761904761908, 0.006578947368421055, 0.0]",0
76,"['2007-04-20', '2007-04-17', '2007-04-18', '2007-04-16', '2007-04-19', '2007-04-23', '2007-04-24']",01:00,"[0.014285714285714285, 0.24921254119015313, 0.03070362473347548, 0.323992052723396, 0.17042062415196743, 0.13044921496414033, 0.030936227951153326, 0.02857142857142857, 0.02142857142857143, 0.0]",0
76,"['2007-04-20', '2007-04-17', '2007-04-18', '2007-04-16', '2007-04-19', '2007-04-23', '2007-04-24']",01:30,"[0.020568278201865985, 0.0390373197625106, 0.14057463952502117, 0.3643447837150127, 0.05449533502968616, 0.16886132315521626, 0.05292620865139948, 0.1453032230703986, 0.013888888888888885, 0.0]",0
76,"['2007-04-20', '2007-04-17', '2007-04-18', '2007-04-16', '2007-04-19', '2007-04-23', '2007-04-24']",02:00,"[0.0, 0.06613756613756613, 0.04894179894179894, 0.5092592592592592, 0.1693121693121693, 0.15211640211640212, 0.03835978835978836, 0.015873015873015876, 0.0, 0.0]",0
76,"['2007-04-20', '2007-04-17', '2007-04-18', '2007-04-16', '2007-04-19', '2007-04-23', '2007-04-24']",02:30,"[0.0, 0.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
76,"['2007-04-20', '2007-04-17', '2007-04-18', '2007-04-16', '2007-04-19', '2007-04-23', '2007-04-24']",03:00,"[0.0, 0.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
76,"['2007-04-20', '2007-04-17', '2007-04-18', '2007-04-16', '2007-04-19', '2007-04-23', '2007-04-24']",03:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
76,"['2007-04-20', '2007-04-17', '2007-04-18', '2007-04-16', '2007-04-19', '2007-04-23', '2007-04-24']",04:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
76,"['2007-04-20', '2007-04-17', '2007-04-18', '2007-04-16', '2007-04-19', '2007-04-23', '2007-04-24']",04:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
76,"['2007-04-20', '2007-04-17', '2007-04-18', '2007-04-16', '2007-04-19', '2007-04-23', '2007-04-24']",05:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
76,"['2007-04-20', '2007-04-17', '2007-04-18', '2007-04-16', '2007-04-19', '2007-04-23', '2007-04-24']",05:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
76,"['2007-04-20', '2007-04-17', '2007-04-18', '2007-04-16', '2007-04-19', '2007-04-23', '2007-04-24']",06:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
76,"['2007-04-20', '2007-04-17', '2007-04-18', '2007-04-16', '2007-04-19', '2007-04-23', '2007-04-24']",06:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
76,"['2007-04-20', '2007-04-17', '2007-04-18', '2007-04-16', '2007-04-19', '2007-04-23', '2007-04-24']",07:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
76,"['2007-04-20', '2007-04-17', '2007-04-18', '2007-04-16', '2007-04-19', '2007-04-23', '2007-04-24']",07:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
76,"['2007-04-20', '2007-04-17', '2007-04-18', '2007-04-16', '2007-04-19', '2007-04-23', '2007-04-24']",08:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
76,"['2007-04-20', '2007-04-17', '2007-04-18', '2007-04-16', '2007-04-19', '2007-04-23', '2007-04-24']",08:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
76,"['2007-04-20', '2007-04-17', '2007-04-18', '2007-04-16', '2007-04-19', '2007-04-23', '2007-04-24']",09:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
76,"['2007-04-20', '2007-04-17', '2007-04-18', '2007-04-16', '2007-04-19', '2007-04-23', '2007-04-24']",09:30,"[0.0, 0.0, 0.0, 0.7, 0.0, 0.1, 0.0, 0.2, 0.0, 0.0]",0
76,"['2007-04-20', '2007-04-17', '2007-04-18', '2007-04-16', '2007-04-19', '2007-04-23', '2007-04-24']",10:00,"[0.0, 0.04761904761904761, 0.0, 0.5238095238095238, 0.3333333333333333, 0.0, 0.0, 0.09523809523809522, 0.0, 0.0]",0
76,"['2007-04-20', '2007-04-17', '2007-04-18', '2007-04-16', '2007-04-19', '2007-04-23', '2007-04-24']",10:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
76,"['2007-04-20', '2007-04-17', '2007-04-18', '2007-04-16', '2007-04-19', '2007-04-23', '2007-04-24']",11:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
76,"['2007-04-20', '2007-04-17', '2007-04-18', '2007-04-16', '2007-04-19', '2007-04-23', '2007-04-24']",11:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
76,"['2007-04-20', '2007-04-17', '2007-04-18', '2007-04-16', '2007-04-19', '2007-04-23', '2007-04-24']",12:00,"[0.0, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.25, 0.3333333333333333, 0.0, 0.08333333333333333, 0.08333333333333333, 0.0]",0
76,"['2007-04-20', '2007-04-17', '2007-04-18', '2007-04-16', '2007-04-19', '2007-04-23', '2007-04-24']",12:30,"[0.030270655270655273, 0.017450142450142453, 0.13212250712250712, 0.4576210826210826, 0.10897435897435898, 0.05555555555555555, 0.022079772079772082, 0.17592592592592593, 0.0, 0.0]",0
