id,date_list,time,probability,index
54,"['2009-06-20', '2009-06-28', '2009-06-29']",00:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
54,"['2009-06-20', '2009-06-28', '2009-06-29']",00:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
54,"['2009-06-20', '2009-06-28', '2009-06-29']",01:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
54,"['2009-06-20', '2009-06-28', '2009-06-29']",01:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
54,"['2009-06-20', '2009-06-28', '2009-06-29']",02:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
54,"['2009-06-20', '2009-06-28', '2009-06-29']",02:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
54,"['2009-06-20', '2009-06-28', '2009-06-29']",03:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
54,"['2009-06-20', '2009-06-28', '2009-06-29']",03:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
54,"['2009-06-20', '2009-06-28', '2009-06-29']",04:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
54,"['2009-06-20', '2009-06-28', '2009-06-29']",04:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
54,"['2009-06-20', '2009-06-28', '2009-06-29']",05:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
