id,date_list,time,probability,index
105,"['2007-10-03', '2007-10-05', '2007-10-10', '2007-10-02', '2007-10-07', '2007-10-08', '2007-10-06', '2007-10-09']",00:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
105,"['2007-10-03', '2007-10-05', '2007-10-10', '2007-10-02', '2007-10-07', '2007-10-08', '2007-10-06', '2007-10-09']",00:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
105,"['2007-10-03', '2007-10-05', '2007-10-10', '2007-10-02', '2007-10-07', '2007-10-08', '2007-10-06', '2007-10-09']",01:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
105,"['2007-10-03', '2007-10-05', '2007-10-10', '2007-10-02', '2007-10-07', '2007-10-08', '2007-10-06', '2007-10-09']",01:30,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
105,"['2007-10-03', '2007-10-05', '2007-10-10', '2007-10-02', '2007-10-07', '2007-10-08', '2007-10-06', '2007-10-09']",02:00,"[0.0, 0.05263157894736843, 0.1692166462668299, 0.25688494492044067, 0.2769277845777234, 0.17166462668298654, 0.0, 0.07267441860465117, 0.0, 0.0]",0
105,"['2007-10-03', '2007-10-05', '2007-10-10', '2007-10-02', '2007-10-07', '2007-10-08', '2007-10-06', '2007-10-09']",02:30,"[0.0625, 0.10416666666666667, 0.0625, 0.37500000000000006, 0.25, 0.14583333333333334, 0.0, 0.0, 0.0, 0.0]",0
105,"['2007-10-03', '2007-10-05', '2007-10-10', '2007-10-02', '2007-10-07', '2007-10-08', '2007-10-06', '2007-10-09']",03:00,"[0.0, 0.07041842893542469, 0.088101278868098, 0.4225105736125482, 0.2781328607130798, 0.14083685787084937, 0.0, 0.0, 0.0, 0.0]",0
105,"['2007-10-03', '2007-10-05', '2007-10-10', '2007-10-02', '2007-10-07', '2007-10-08', '2007-10-06', '2007-10-09']",03:30,"[0.0, 0.0, 0.22093704807875136, 0.5296953145851613, 0.24936763733608724, 0.0, 0.0, 0.0, 0.0, 0.0]",0
105,"['2007-10-03', '2007-10-05', '2007-10-10', '2007-10-02', '2007-10-07', '2007-10-08', '2007-10-06', '2007-10-09']",04:00,"[0.12684246112237998, 0.12684246112237998, 0.008113590263691685, 0.4129817444219068, 0.19837728194726173, 0.06342123056118999, 0.0, 0.06342123056118999, 0.0, 0.0]",0
105,"['2007-10-03', '2007-10-05', '2007-10-10', '2007-10-02', '2007-10-07', '2007-10-08', '2007-10-06', '2007-10-09']",04:30,"[0.0, 0.10558464223385687, 0.0, 0.10558464223385687, 0.10558464223385687, 0.21116928446771374, 0.0, 0.4223385689354275, 0.04973821989528794, 0.0]",0
105,"['2007-10-03', '2007-10-05', '2007-10-10', '2007-10-02', '2007-10-07', '2007-10-08', '2007-10-06', '2007-10-09']",05:00,"[0.01651305683563748, 0.2905444615122034, 0.029569892473118274, 0.15931899641577063, 0.2575183478409284, 0.10736473800989929, 0.03302611367127496, 0.07433862433862434, 0.031805768902543094, 0.0]",0
105,"['2007-10-03', '2007-10-05', '2007-10-10', '2007-10-02', '2007-10-07', '2007-10-08', '2007-10-06', '2007-10-09']",05:30,"[0.017094017094017092, 0.0, 0.38461538461538464, 0.20512820512820512, 0.034188034188034185, 0.05128205128205128, 0.017094017094017092, 0.16239316239316237, 0.1282051282051282, 0.0]",0
105,"['2007-10-03', '2007-10-05', '2007-10-10', '2007-10-02', '2007-10-07', '2007-10-08', '2007-10-06', '2007-10-09']",06:00,"[0.06724137931034482, 0.04999999999999999, 0.1706896551724138, 0.2862068965517241, 0.20344827586206893, 0.06896551724137931, 0.0, 0.10172413793103446, 0.05172413793103448, 0.0]",0
105,"['2007-10-03', '2007-10-05', '2007-10-10', '2007-10-02', '2007-10-07', '2007-10-08', '2007-10-06', '2007-10-09']",06:30,"[0.0, 0.03795942268609417, 0.31573720046387194, 0.19651981215482298, 0.02016809617305639, 0.1775401008117759, 0.009489855671523542, 0.20462608935276083, 0.03795942268609417, 0.0]",0
105,"['2007-10-03', '2007-10-05', '2007-10-10', '2007-10-02', '2007-10-07', '2007-10-08', '2007-10-06', '2007-10-09']",07:00,"[0.031176207359471266, 0.07722883893841863, 0.27026307183917936, 0.1957256204605693, 0.20550669512237096, 0.06235241471894253, 0.0, 0.1577471515610478, 0.0, 0.0]",0
105,"['2007-10-03', '2007-10-05', '2007-10-10', '2007-10-02', '2007-10-07', '2007-10-08', '2007-10-06', '2007-10-09']",07:30,"[0.0, 0.22523036893115633, 0.23826993216756992, 0.06036745406824147, 0.14279891149969892, 0.3333333333333333, 0.0, 0.0, 0.0, 0.0]",0
105,"['2007-10-03', '2007-10-05', '2007-10-10', '2007-10-02', '2007-10-07', '2007-10-08', '2007-10-06', '2007-10-09']",08:00,"[0.0, 0.029406662040249828, 0.31469807564698077, 0.33525038370555726, 0.11351732626876104, 0.09870603848706039, 0.011363636363636364, 0.07930737981024938, 0.017750497677504976, 0.0]",0
105,"['2007-10-03', '2007-10-05', '2007-10-10', '2007-10-02', '2007-10-07', '2007-10-08', '2007-10-06', '2007-10-09']",08:30,"[0.05752961082910321, 0.09805198637133501, 0.1521991401947323, 0.2511421212540071, 0.1819718777269879, 0.05785670318507907, 0.028764805414551606, 0.03479745268211725, 0.1376863023420866, 0.0]",0
105,"['2007-10-03', '2007-10-05', '2007-10-10', '2007-10-02', '2007-10-07', '2007-10-08', '2007-10-06', '2007-10-09']",09:00,"[0.0, 0.11904761904761905, 0.37310394131542957, 0.1488095238095238, 0.04166666666666667, 0.0, 0.04166666666666667, 0.14907372870819346, 0.12663185378590078, 0.0]",0
105,"['2007-10-03', '2007-10-05', '2007-10-10', '2007-10-02', '2007-10-07', '2007-10-08', '2007-10-06', '2007-10-09']",09:30,"[0.004545454545454546, 0.09800189141346785, 0.015415019762845851, 0.20889691796600307, 0.09190087053517301, 0.08438735177865614, 0.2681818181818182, 0.08913407211620068, 0.1395366037003807, 0.0]",0
105,"['2007-10-03', '2007-10-05', '2007-10-10', '2007-10-02', '2007-10-07', '2007-10-08', '2007-10-06', '2007-10-09']",10:00,"[0.00806451612903226, 0.09130184331797236, 0.3750000000000001, 0.04838709677419356, 0.06451612903225808, 0.15725806451612906, 0.01612903225806452, 0.0, 0.23127880184331803, 0.00806451612903226]",0
105,"['2007-10-03', '2007-10-05', '2007-10-10', '2007-10-02', '2007-10-07', '2007-10-08', '2007-10-06', '2007-10-09']",10:30,"[0.047849202513291444, 0.2222222222222222, 0.14980240525403007, 0.3087627188784326, 0.1145007060339844, 0.11764705882352941, 0.0, 0.0392156862745098, 0.0, 0.0]",0
105,"['2007-10-03', '2007-10-05', '2007-10-10', '2007-10-02', '2007-10-07', '2007-10-08', '2007-10-06', '2007-10-09']",11:00,"[0.06666666666666665, 0.23153298324307012, 0.2810640509541118, 0.14701043014698387, 0.11104760926516116, 0.11111111111111108, 0.0, 0.05156714861289506, 0.0, 0.0]",0
105,"['2007-10-03', '2007-10-05', '2007-10-10', '2007-10-02', '2007-10-07', '2007-10-08', '2007-10-06', '2007-10-09']",11:30,"[0.0, 0.18920663857851827, 0.38479023479302926, 0.07399687337154767, 0.036998436685773836, 0.1849921834288692, 0.036998436685773836, 0.09301719645648776, 0.0, 0.0]",0
105,"['2007-10-03', '2007-10-05', '2007-10-10', '2007-10-02', '2007-10-07', '2007-10-08', '2007-10-06', '2007-10-09']",12:00,"[0.046875, 0.046875, 0.03125, 0.6208333333333333, 0.078125, 0.03333333333333333, 0.015625, 0.08020833333333333, 0.046875, 0.0]",0
105,"['2007-10-03', '2007-10-05', '2007-10-10', '2007-10-02', '2007-10-07', '2007-10-08', '2007-10-06', '2007-10-09']",12:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
105,"['2007-10-03', '2007-10-05', '2007-10-10', '2007-10-02', '2007-10-07', '2007-10-08', '2007-10-06', '2007-10-09']",13:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
105,"['2007-10-03', '2007-10-05', '2007-10-10', '2007-10-02', '2007-10-07', '2007-10-08', '2007-10-06', '2007-10-09']",13:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
105,"['2007-10-03', '2007-10-05', '2007-10-10', '2007-10-02', '2007-10-07', '2007-10-08', '2007-10-06', '2007-10-09']",14:00,"[0.0, 0.14285714285714285, 0.21428571428571427, 0.07142857142857142, 0.07142857142857142, 0.21428571428571427, 0.0, 0.14285714285714285, 0.14285714285714285, 0.0]",0
105,"['2007-10-03', '2007-10-05', '2007-10-10', '2007-10-02', '2007-10-07', '2007-10-08', '2007-10-06', '2007-10-09']",14:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
105,"['2007-10-03', '2007-10-05', '2007-10-10', '2007-10-02', '2007-10-07', '2007-10-08', '2007-10-06', '2007-10-09']",15:00,"[0.0, 0.11428571428571428, 0.2, 0.05714285714285714, 0.2, 0.05714285714285714, 0.02857142857142857, 0.34285714285714286, 0.0, 0.0]",0
