id,date_list,time,probability,index
168,"['2011-06-23', '2011-06-27', '2011-08-09', '2011-08-20', '2011-08-11', '2011-08-17', '2011-05-29', '2009-10-08', '2011-07-23', '2011-06-29', '2011-07-07', '2011-08-24', '2009-10-09', '2011-07-12', '2011-07-26', '2011-08-08', '2011-08-02', '2011-07-14', '2011-08-07', '2011-06-26', '2011-08-13', '2011-05-31', '2011-05-30', '2011-08-06', '2011-05-28', '2011-07-04', '2009-09-29', '2011-07-21', '2011-07-20', '2011-08-10', '2011-08-18', '2011-07-16', '2011-07-17', '2011-07-09', '2009-10-12', '2011-06-18', '2011-08-04', '2011-08-14', '2009-10-10', '2011-08-03', '2011-08-16', '2011-08-21', '2011-08-15', '2011-08-22', '2011-07-06', '2011-06-22', '2011-07-05', '2011-06-21', '2011-07-13', '2011-07-22', '2011-07-10', '2011-07-27', '2011-08-05', '2009-10-13', '2011-07-08', '2009-10-11', '2011-06-28', '2011-07-11', '2011-08-23', '2011-06-30', '2011-07-19', '2011-06-20']",00:00,"[0.018457782476095516, 0.16329379401179686, 0.11869748431541394, 0.26732787218193715, 0.21290503003339253, 0.07739199263158045, 0.03785712196981462, 0.08535816855892099, 0.018710753821047938, 0.0]",0
168,"['2011-06-23', '2011-06-27', '2011-08-09', '2011-08-20', '2011-08-11', '2011-08-17', '2011-05-29', '2009-10-08', '2011-07-23', '2011-06-29', '2011-07-07', '2011-08-24', '2009-10-09', '2011-07-12', '2011-07-26', '2011-08-08', '2011-08-02', '2011-07-14', '2011-08-07', '2011-06-26', '2011-08-13', '2011-05-31', '2011-05-30', '2011-08-06', '2011-05-28', '2011-07-04', '2009-09-29', '2011-07-21', '2011-07-20', '2011-08-10', '2011-08-18', '2011-07-16', '2011-07-17', '2011-07-09', '2009-10-12', '2011-06-18', '2011-08-04', '2011-08-14', '2009-10-10', '2011-08-03', '2011-08-16', '2011-08-21', '2011-08-15', '2011-08-22', '2011-07-06', '2011-06-22', '2011-07-05', '2011-06-21', '2011-07-13', '2011-07-22', '2011-07-10', '2011-07-27', '2011-08-05', '2009-10-13', '2011-07-08', '2009-10-11', '2011-06-28', '2011-07-11', '2011-08-23', '2011-06-30', '2011-07-19', '2011-06-20']",00:30,"[0.03488142428668581, 0.1206977325240878, 0.23600723379555202, 0.22370314303035846, 0.16537648531669022, 0.08154811166028601, 0.02293756897278962, 0.10391949261319705, 0.010928807800352805, 0.0]",0
168,"['2011-06-23', '2011-06-27', '2011-08-09', '2011-08-20', '2011-08-11', '2011-08-17', '2011-05-29', '2009-10-08', '2011-07-23', '2011-06-29', '2011-07-07', '2011-08-24', '2009-10-09', '2011-07-12', '2011-07-26', '2011-08-08', '2011-08-02', '2011-07-14', '2011-08-07', '2011-06-26', '2011-08-13', '2011-05-31', '2011-05-30', '2011-08-06', '2011-05-28', '2011-07-04', '2009-09-29', '2011-07-21', '2011-07-20', '2011-08-10', '2011-08-18', '2011-07-16', '2011-07-17', '2011-07-09', '2009-10-12', '2011-06-18', '2011-08-04', '2011-08-14', '2009-10-10', '2011-08-03', '2011-08-16', '2011-08-21', '2011-08-15', '2011-08-22', '2011-07-06', '2011-06-22', '2011-07-05', '2011-06-21', '2011-07-13', '2011-07-22', '2011-07-10', '2011-07-27', '2011-08-05', '2009-10-13', '2011-07-08', '2009-10-11', '2011-06-28', '2011-07-11', '2011-08-23', '2011-06-30', '2011-07-19', '2011-06-20']",01:00,"[0.0391357199342481, 0.07760365186387964, 0.35224681905756683, 0.22206772451779525, 0.1577810126115744, 0.06251417603891297, 0.021423028950015455, 0.06574661390587838, 0.001481253120128935, 0.0]",0
168,"['2011-06-23', '2011-06-27', '2011-08-09', '2011-08-20', '2011-08-11', '2011-08-17', '2011-05-29', '2009-10-08', '2011-07-23', '2011-06-29', '2011-07-07', '2011-08-24', '2009-10-09', '2011-07-12', '2011-07-26', '2011-08-08', '2011-08-02', '2011-07-14', '2011-08-07', '2011-06-26', '2011-08-13', '2011-05-31', '2011-05-30', '2011-08-06', '2011-05-28', '2011-07-04', '2009-09-29', '2011-07-21', '2011-07-20', '2011-08-10', '2011-08-18', '2011-07-16', '2011-07-17', '2011-07-09', '2009-10-12', '2011-06-18', '2011-08-04', '2011-08-14', '2009-10-10', '2011-08-03', '2011-08-16', '2011-08-21', '2011-08-15', '2011-08-22', '2011-07-06', '2011-06-22', '2011-07-05', '2011-06-21', '2011-07-13', '2011-07-22', '2011-07-10', '2011-07-27', '2011-08-05', '2009-10-13', '2011-07-08', '2009-10-11', '2011-06-28', '2011-07-11', '2011-08-23', '2011-06-30', '2011-07-19', '2011-06-20']",01:30,"[0.02491027414049614, 0.12743704770795755, 0.0636848868007515, 0.3261683268846093, 0.1386743232404155, 0.10556882834627493, 0.022329211891633536, 0.09827274024496735, 0.09251870785227836, 0.0004356528906158013]",0
168,"['2011-06-23', '2011-06-27', '2011-08-09', '2011-08-20', '2011-08-11', '2011-08-17', '2011-05-29', '2009-10-08', '2011-07-23', '2011-06-29', '2011-07-07', '2011-08-24', '2009-10-09', '2011-07-12', '2011-07-26', '2011-08-08', '2011-08-02', '2011-07-14', '2011-08-07', '2011-06-26', '2011-08-13', '2011-05-31', '2011-05-30', '2011-08-06', '2011-05-28', '2011-07-04', '2009-09-29', '2011-07-21', '2011-07-20', '2011-08-10', '2011-08-18', '2011-07-16', '2011-07-17', '2011-07-09', '2009-10-12', '2011-06-18', '2011-08-04', '2011-08-14', '2009-10-10', '2011-08-03', '2011-08-16', '2011-08-21', '2011-08-15', '2011-08-22', '2011-07-06', '2011-06-22', '2011-07-05', '2011-06-21', '2011-07-13', '2011-07-22', '2011-07-10', '2011-07-27', '2011-08-05', '2009-10-13', '2011-07-08', '2009-10-11', '2011-06-28', '2011-07-11', '2011-08-23', '2011-06-30', '2011-07-19', '2011-06-20']",02:00,"[0.02345825506284932, 0.13269860510245715, 0.06981909200805402, 0.21445088728389625, 0.11788020525729, 0.11933222752209233, 0.021636712875627736, 0.10291494042838024, 0.19780907445935295, 0.0]",0
168,"['2011-06-23', '2011-06-27', '2011-08-09', '2011-08-20', '2011-08-11', '2011-08-17', '2011-05-29', '2009-10-08', '2011-07-23', '2011-06-29', '2011-07-07', '2011-08-24', '2009-10-09', '2011-07-12', '2011-07-26', '2011-08-08', '2011-08-02', '2011-07-14', '2011-08-07', '2011-06-26', '2011-08-13', '2011-05-31', '2011-05-30', '2011-08-06', '2011-05-28', '2011-07-04', '2009-09-29', '2011-07-21', '2011-07-20', '2011-08-10', '2011-08-18', '2011-07-16', '2011-07-17', '2011-07-09', '2009-10-12', '2011-06-18', '2011-08-04', '2011-08-14', '2009-10-10', '2011-08-03', '2011-08-16', '2011-08-21', '2011-08-15', '2011-08-22', '2011-07-06', '2011-06-22', '2011-07-05', '2011-06-21', '2011-07-13', '2011-07-22', '2011-07-10', '2011-07-27', '2011-08-05', '2009-10-13', '2011-07-08', '2009-10-11', '2011-06-28', '2011-07-11', '2011-08-23', '2011-06-30', '2011-07-19', '2011-06-20']",02:30,"[0.01616873350795189, 0.05651323149352099, 0.3248906309065281, 0.2847766199733279, 0.08570004099381247, 0.10727394365516042, 0.024109183740450922, 0.06779911671993148, 0.03231219855301517, 0.0004563004563004563]",0
168,"['2011-06-23', '2011-06-27', '2011-08-09', '2011-08-20', '2011-08-11', '2011-08-17', '2011-05-29', '2009-10-08', '2011-07-23', '2011-06-29', '2011-07-07', '2011-08-24', '2009-10-09', '2011-07-12', '2011-07-26', '2011-08-08', '2011-08-02', '2011-07-14', '2011-08-07', '2011-06-26', '2011-08-13', '2011-05-31', '2011-05-30', '2011-08-06', '2011-05-28', '2011-07-04', '2009-09-29', '2011-07-21', '2011-07-20', '2011-08-10', '2011-08-18', '2011-07-16', '2011-07-17', '2011-07-09', '2009-10-12', '2011-06-18', '2011-08-04', '2011-08-14', '2009-10-10', '2011-08-03', '2011-08-16', '2011-08-21', '2011-08-15', '2011-08-22', '2011-07-06', '2011-06-22', '2011-07-05', '2011-06-21', '2011-07-13', '2011-07-22', '2011-07-10', '2011-07-27', '2011-08-05', '2009-10-13', '2011-07-08', '2009-10-11', '2011-06-28', '2011-07-11', '2011-08-23', '2011-06-30', '2011-07-19', '2011-06-20']",03:00,"[0.012107845760451508, 0.09115580584767227, 0.03542917806848006, 0.16263781764678586, 0.072755909574612, 0.12594647743341017, 0.024741621170235963, 0.14470254943367733, 0.33052279506467475, 0.0]",0
168,"['2011-06-23', '2011-06-27', '2011-08-09', '2011-08-20', '2011-08-11', '2011-08-17', '2011-05-29', '2009-10-08', '2011-07-23', '2011-06-29', '2011-07-07', '2011-08-24', '2009-10-09', '2011-07-12', '2011-07-26', '2011-08-08', '2011-08-02', '2011-07-14', '2011-08-07', '2011-06-26', '2011-08-13', '2011-05-31', '2011-05-30', '2011-08-06', '2011-05-28', '2011-07-04', '2009-09-29', '2011-07-21', '2011-07-20', '2011-08-10', '2011-08-18', '2011-07-16', '2011-07-17', '2011-07-09', '2009-10-12', '2011-06-18', '2011-08-04', '2011-08-14', '2009-10-10', '2011-08-03', '2011-08-16', '2011-08-21', '2011-08-15', '2011-08-22', '2011-07-06', '2011-06-22', '2011-07-05', '2011-06-21', '2011-07-13', '2011-07-22', '2011-07-10', '2011-07-27', '2011-08-05', '2009-10-13', '2011-07-08', '2009-10-11', '2011-06-28', '2011-07-11', '2011-08-23', '2011-06-30', '2011-07-19', '2011-06-20']",03:30,"[0.015237375645384712, 0.030341200482997585, 0.036805541665888064, 0.41336809638855293, 0.08669364723505243, 0.03607670139442364, 0.009163419716647277, 0.013585058062078785, 0.3587289594089745, 0.0]",0
168,"['2011-06-23', '2011-06-27', '2011-08-09', '2011-08-20', '2011-08-11', '2011-08-17', '2011-05-29', '2009-10-08', '2011-07-23', '2011-06-29', '2011-07-07', '2011-08-24', '2009-10-09', '2011-07-12', '2011-07-26', '2011-08-08', '2011-08-02', '2011-07-14', '2011-08-07', '2011-06-26', '2011-08-13', '2011-05-31', '2011-05-30', '2011-08-06', '2011-05-28', '2011-07-04', '2009-09-29', '2011-07-21', '2011-07-20', '2011-08-10', '2011-08-18', '2011-07-16', '2011-07-17', '2011-07-09', '2009-10-12', '2011-06-18', '2011-08-04', '2011-08-14', '2009-10-10', '2011-08-03', '2011-08-16', '2011-08-21', '2011-08-15', '2011-08-22', '2011-07-06', '2011-06-22', '2011-07-05', '2011-06-21', '2011-07-13', '2011-07-22', '2011-07-10', '2011-07-27', '2011-08-05', '2009-10-13', '2011-07-08', '2009-10-11', '2011-06-28', '2011-07-11', '2011-08-23', '2011-06-30', '2011-07-19', '2011-06-20']",04:00,"[0.02410363525701322, 0.09289409616555082, 0.05246085320644054, 0.16220559213559818, 0.07377487596598976, 0.12466109666353122, 0.018867924528301883, 0.11329515483502091, 0.3350485991995425, 0.002688172043010752]",0
168,"['2011-06-23', '2011-06-27', '2011-08-09', '2011-08-20', '2011-08-11', '2011-08-17', '2011-05-29', '2009-10-08', '2011-07-23', '2011-06-29', '2011-07-07', '2011-08-24', '2009-10-09', '2011-07-12', '2011-07-26', '2011-08-08', '2011-08-02', '2011-07-14', '2011-08-07', '2011-06-26', '2011-08-13', '2011-05-31', '2011-05-30', '2011-08-06', '2011-05-28', '2011-07-04', '2009-09-29', '2011-07-21', '2011-07-20', '2011-08-10', '2011-08-18', '2011-07-16', '2011-07-17', '2011-07-09', '2009-10-12', '2011-06-18', '2011-08-04', '2011-08-14', '2009-10-10', '2011-08-03', '2011-08-16', '2011-08-21', '2011-08-15', '2011-08-22', '2011-07-06', '2011-06-22', '2011-07-05', '2011-06-21', '2011-07-13', '2011-07-22', '2011-07-10', '2011-07-27', '2011-08-05', '2009-10-13', '2011-07-08', '2009-10-11', '2011-06-28', '2011-07-11', '2011-08-23', '2011-06-30', '2011-07-19', '2011-06-20']",04:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",0
