id,date_list,time,probability,index
71,"['2012-04-09', '2012-03-18', '2012-04-01', '2012-04-04', '2011-12-23', '2012-02-04', '2012-01-07', '2012-04-19', '2012-05-04', '2012-04-08', '2011-12-24', '2012-01-02', '2012-02-01', '2012-01-16', '2012-03-26', '2012-04-26', '2012-03-21', '2011-12-29', '2011-12-26', '2012-02-02', '2012-04-14', '2011-12-30', '2012-01-17', '2012-05-05', '2011-12-28', '2012-04-30', '2012-02-08', '2012-04-25', '2012-01-05', '2012-02-16', '2012-03-16', '2012-01-04', '2012-01-06', '2012-05-11', '2012-04-17', '2012-02-29', '2012-04-13', '2012-05-12', '2012-03-07', '2012-03-28', '2011-12-31', '2011-12-27', '2012-03-01', '2012-03-15', '2012-03-29', '2012-03-08', '2012-02-23', '2012-03-20', '2012-04-12', '2012-05-14', '2012-01-03', '2012-02-03', '2012-05-01', '2012-05-13', '2012-03-31', '2012-03-27', '2011-12-25', '2012-01-09', '2012-02-09', '2012-04-07']",00:00,"[0.0034637326813365937, 0.06763588347591143, 0.15442246988444933, 0.3084925177530203, 0.09710796904721046, 0.0537969384983007, 0.014808161786855466, 0.30027232687291583, 0.0, 0.0]",0
71,"['2012-04-09', '2012-03-18', '2012-04-01', '2012-04-04', '2011-12-23', '2012-02-04', '2012-01-07', '2012-04-19', '2012-05-04', '2012-04-08', '2011-12-24', '2012-01-02', '2012-02-01', '2012-01-16', '2012-03-26', '2012-04-26', '2012-03-21', '2011-12-29', '2011-12-26', '2012-02-02', '2012-04-14', '2011-12-30', '2012-01-17', '2012-05-05', '2011-12-28', '2012-04-30', '2012-02-08', '2012-04-25', '2012-01-05', '2012-02-16', '2012-03-16', '2012-01-04', '2012-01-06', '2012-05-11', '2012-04-17', '2012-02-29', '2012-04-13', '2012-05-12', '2012-03-07', '2012-03-28', '2011-12-31', '2011-12-27', '2012-03-01', '2012-03-15', '2012-03-29', '2012-03-08', '2012-02-23', '2012-03-20', '2012-04-12', '2012-05-14', '2012-01-03', '2012-02-03', '2012-05-01', '2012-05-13', '2012-03-31', '2012-03-27', '2011-12-25', '2012-01-09', '2012-02-09', '2012-04-07']",00:30,"[0.02048372508852125, 0.06965078220194695, 0.1512491698776725, 0.205878086196337, 0.0852309108095243, 0.08766791160186488, 0.05018233166901363, 0.3278205352640268, 0.001836547291092746, 0.0]",0
71,"['2012-04-09', '2012-03-18', '2012-04-01', '2012-04-04', '2011-12-23', '2012-02-04', '2012-01-07', '2012-04-19', '2012-05-04', '2012-04-08', '2011-12-24', '2012-01-02', '2012-02-01', '2012-01-16', '2012-03-26', '2012-04-26', '2012-03-21', '2011-12-29', '2011-12-26', '2012-02-02', '2012-04-14', '2011-12-30', '2012-01-17', '2012-05-05', '2011-12-28', '2012-04-30', '2012-02-08', '2012-04-25', '2012-01-05', '2012-02-16', '2012-03-16', '2012-01-04', '2012-01-06', '2012-05-11', '2012-04-17', '2012-02-29', '2012-04-13', '2012-05-12', '2012-03-07', '2012-03-28', '2011-12-31', '2011-12-27', '2012-03-01', '2012-03-15', '2012-03-29', '2012-03-08', '2012-02-23', '2012-03-20', '2012-04-12', '2012-05-14', '2012-01-03', '2012-02-03', '2012-05-01', '2012-05-13', '2012-03-31', '2012-03-27', '2011-12-25', '2012-01-09', '2012-02-09', '2012-04-07']",01:00,"[0.012128396123742393, 0.039289632908696706, 0.13438970405975953, 0.32005605248751895, 0.04062634569874973, 0.09945121645074666, 0.007270904197611099, 0.28335220857873317, 0.06343553949444179, 0.0]",0
71,"['2012-04-09', '2012-03-18', '2012-04-01', '2012-04-04', '2011-12-23', '2012-02-04', '2012-01-07', '2012-04-19', '2012-05-04', '2012-04-08', '2011-12-24', '2012-01-02', '2012-02-01', '2012-01-16', '2012-03-26', '2012-04-26', '2012-03-21', '2011-12-29', '2011-12-26', '2012-02-02', '2012-04-14', '2011-12-30', '2012-01-17', '2012-05-05', '2011-12-28', '2012-04-30', '2012-02-08', '2012-04-25', '2012-01-05', '2012-02-16', '2012-03-16', '2012-01-04', '2012-01-06', '2012-05-11', '2012-04-17', '2012-02-29', '2012-04-13', '2012-05-12', '2012-03-07', '2012-03-28', '2011-12-31', '2011-12-27', '2012-03-01', '2012-03-15', '2012-03-29', '2012-03-08', '2012-02-23', '2012-03-20', '2012-04-12', '2012-05-14', '2012-01-03', '2012-02-03', '2012-05-01', '2012-05-13', '2012-03-31', '2012-03-27', '2011-12-25', '2012-01-09', '2012-02-09', '2012-04-07']",01:30,"[0.030028962457867014, 0.07535397968583644, 0.1778847626011854, 0.243374389158353, 0.15078440415079664, 0.12847091756597445, 0.007087353430104405, 0.1330331215105495, 0.05398210943933338, 0.0]",0
71,"['2012-04-09', '2012-03-18', '2012-04-01', '2012-04-04', '2011-12-23', '2012-02-04', '2012-01-07', '2012-04-19', '2012-05-04', '2012-04-08', '2011-12-24', '2012-01-02', '2012-02-01', '2012-01-16', '2012-03-26', '2012-04-26', '2012-03-21', '2011-12-29', '2011-12-26', '2012-02-02', '2012-04-14', '2011-12-30', '2012-01-17', '2012-05-05', '2011-12-28', '2012-04-30', '2012-02-08', '2012-04-25', '2012-01-05', '2012-02-16', '2012-03-16', '2012-01-04', '2012-01-06', '2012-05-11', '2012-04-17', '2012-02-29', '2012-04-13', '2012-05-12', '2012-03-07', '2012-03-28', '2011-12-31', '2011-12-27', '2012-03-01', '2012-03-15', '2012-03-29', '2012-03-08', '2012-02-23', '2012-03-20', '2012-04-12', '2012-05-14', '2012-01-03', '2012-02-03', '2012-05-01', '2012-05-13', '2012-03-31', '2012-03-27', '2011-12-25', '2012-01-09', '2012-02-09', '2012-04-07']",02:00,"[0.007632108284792357, 0.03870591780551743, 0.30571273555799033, 0.2159046791587111, 0.0354390100693759, 0.06773092988037765, 0.002530067468465826, 0.24569939048444675, 0.08064516129032258, 0.0]",0
71,"['2012-04-09', '2012-03-18', '2012-04-01', '2012-04-04', '2011-12-23', '2012-02-04', '2012-01-07', '2012-04-19', '2012-05-04', '2012-04-08', '2011-12-24', '2012-01-02', '2012-02-01', '2012-01-16', '2012-03-26', '2012-04-26', '2012-03-21', '2011-12-29', '2011-12-26', '2012-02-02', '2012-04-14', '2011-12-30', '2012-01-17', '2012-05-05', '2011-12-28', '2012-04-30', '2012-02-08', '2012-04-25', '2012-01-05', '2012-02-16', '2012-03-16', '2012-01-04', '2012-01-06', '2012-05-11', '2012-04-17', '2012-02-29', '2012-04-13', '2012-05-12', '2012-03-07', '2012-03-28', '2011-12-31', '2011-12-27', '2012-03-01', '2012-03-15', '2012-03-29', '2012-03-08', '2012-02-23', '2012-03-20', '2012-04-12', '2012-05-14', '2012-01-03', '2012-02-03', '2012-05-01', '2012-05-13', '2012-03-31', '2012-03-27', '2011-12-25', '2012-01-09', '2012-02-09', '2012-04-07']",02:30,"[0.013796642221299756, 0.028981419392378298, 0.13272616775323198, 0.14345279548384454, 0.0508727066946245, 0.06329895370991262, 0.0, 0.3168713147447083, 0.25, 0.0]",0
71,"['2012-04-09', '2012-03-18', '2012-04-01', '2012-04-04', '2011-12-23', '2012-02-04', '2012-01-07', '2012-04-19', '2012-05-04', '2012-04-08', '2011-12-24', '2012-01-02', '2012-02-01', '2012-01-16', '2012-03-26', '2012-04-26', '2012-03-21', '2011-12-29', '2011-12-26', '2012-02-02', '2012-04-14', '2011-12-30', '2012-01-17', '2012-05-05', '2011-12-28', '2012-04-30', '2012-02-08', '2012-04-25', '2012-01-05', '2012-02-16', '2012-03-16', '2012-01-04', '2012-01-06', '2012-05-11', '2012-04-17', '2012-02-29', '2012-04-13', '2012-05-12', '2012-03-07', '2012-03-28', '2011-12-31', '2011-12-27', '2012-03-01', '2012-03-15', '2012-03-29', '2012-03-08', '2012-02-23', '2012-03-20', '2012-04-12', '2012-05-14', '2012-01-03', '2012-02-03', '2012-05-01', '2012-05-13', '2012-03-31', '2012-03-27', '2011-12-25', '2012-01-09', '2012-02-09', '2012-04-07']",03:00,"[0.008135372600065083, 0.014969085584119753, 0.22672543857054106, 0.2961439185167915, 0.014969085584119753, 0.0, 0.0, 0.15334281343007705, 0.2857142857142857, 0.0]",0
71,"['2012-04-09', '2012-03-18', '2012-04-01', '2012-04-04', '2011-12-23', '2012-02-04', '2012-01-07', '2012-04-19', '2012-05-04', '2012-04-08', '2011-12-24', '2012-01-02', '2012-02-01', '2012-01-16', '2012-03-26', '2012-04-26', '2012-03-21', '2011-12-29', '2011-12-26', '2012-02-02', '2012-04-14', '2011-12-30', '2012-01-17', '2012-05-05', '2011-12-28', '2012-04-30', '2012-02-08', '2012-04-25', '2012-01-05', '2012-02-16', '2012-03-16', '2012-01-04', '2012-01-06', '2012-05-11', '2012-04-17', '2012-02-29', '2012-04-13', '2012-05-12', '2012-03-07', '2012-03-28', '2011-12-31', '2011-12-27', '2012-03-01', '2012-03-15', '2012-03-29', '2012-03-08', '2012-02-23', '2012-03-20', '2012-04-12', '2012-05-14', '2012-01-03', '2012-02-03', '2012-05-01', '2012-05-13', '2012-03-31', '2012-03-27', '2011-12-25', '2012-01-09', '2012-02-09', '2012-04-07']",03:30,"[0.0, 0.10714285714285714, 0.19047619047619047, 0.032785842813568146, 0.0, 0.06464183504313804, 0.016392921406784073, 0.2671317816888907, 0.3214285714285714, 0.0]",0
71,"['2012-04-09', '2012-03-18', '2012-04-01', '2012-04-04', '2011-12-23', '2012-02-04', '2012-01-07', '2012-04-19', '2012-05-04', '2012-04-08', '2011-12-24', '2012-01-02', '2012-02-01', '2012-01-16', '2012-03-26', '2012-04-26', '2012-03-21', '2011-12-29', '2011-12-26', '2012-02-02', '2012-04-14', '2011-12-30', '2012-01-17', '2012-05-05', '2011-12-28', '2012-04-30', '2012-02-08', '2012-04-25', '2012-01-05', '2012-02-16', '2012-03-16', '2012-01-04', '2012-01-06', '2012-05-11', '2012-04-17', '2012-02-29', '2012-04-13', '2012-05-12', '2012-03-07', '2012-03-28', '2011-12-31', '2011-12-27', '2012-03-01', '2012-03-15', '2012-03-29', '2012-03-08', '2012-02-23', '2012-03-20', '2012-04-12', '2012-05-14', '2012-01-03', '2012-02-03', '2012-05-01', '2012-05-13', '2012-03-31', '2012-03-27', '2011-12-25', '2012-01-09', '2012-02-09', '2012-04-07']",04:00,"[0.0, 0.02456564516255478, 0.06893847637140538, 0.0908270098482078, 0.0, 0.06751420561458342, 0.02208712156188434, 0.3260675414413643, 0.4, 0.0]",0
71,"['2012-04-09', '2012-03-18', '2012-04-01', '2012-04-04', '2011-12-23', '2012-02-04', '2012-01-07', '2012-04-19', '2012-05-04', '2012-04-08', '2011-12-24', '2012-01-02', '2012-02-01', '2012-01-16', '2012-03-26', '2012-04-26', '2012-03-21', '2011-12-29', '2011-12-26', '2012-02-02', '2012-04-14', '2011-12-30', '2012-01-17', '2012-05-05', '2011-12-28', '2012-04-30', '2012-02-08', '2012-04-25', '2012-01-05', '2012-02-16', '2012-03-16', '2012-01-04', '2012-01-06', '2012-05-11', '2012-04-17', '2012-02-29', '2012-04-13', '2012-05-12', '2012-03-07', '2012-03-28', '2011-12-31', '2011-12-27', '2012-03-01', '2012-03-15', '2012-03-29', '2012-03-08', '2012-02-23', '2012-03-20', '2012-04-12', '2012-05-14', '2012-01-03', '2012-02-03', '2012-05-01', '2012-05-13', '2012-03-31', '2012-03-27', '2011-12-25', '2012-01-09', '2012-02-09', '2012-04-07']",04:30,"[0.02460726000027271, 0.06273495280696935, 0.29641467655631765, 0.08886931541242304, 0.14619201620431632, 0.043504069070741065, 0.06386432097518879, 0.23509401773012795, 0.03871937124364309, 0.0]",0
