0.048388,0.063178,0.170849,0.127619,0.068814,0.092763,0.048736,0.144205,0.099084,0.045455
0.046854,0.051800,0.164624,0.111001,0.064413,0.084227,0.051918,0.193778,0.095021,0.045455
0.050667,0.068999,0.156192,0.098566,0.104729,0.081673,0.048450,0.189585,0.064775,0.045455
0.046570,0.052844,0.163992,0.112475,0.081287,0.110203,0.052536,0.157909,0.085820,0.045455
0.045826,0.049025,0.193411,0.088879,0.066317,0.094141,0.048118,0.227153,0.050765,0.045455
0.046458,0.052076,0.116765,0.144069,0.094802,0.162627,0.046616,0.121518,0.078706,0.045455
0.045455,0.045455,0.068659,0.045455,0.382806,0.045455,0.057057,0.068659,0.104639,0.045455
0.046307,0.055252,0.184934,0.085053,0.095453,0.075645,0.057492,0.138246,0.125255,0.045455
0.049839,0.053665,0.109409,0.064344,0.050327,0.062992,0.045530,0.214648,0.212882,0.045455
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
