nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.045455,0.220371,0.062552,0.123163,0.045455,0.046082,0.124164,0.087752,0.108643,0.045455
0.045455,0.232383,0.059077,0.125453,0.045455,0.046258,0.051828,0.212233,0.045494,0.045455
0.045455,0.116989,0.077391,0.311393,0.054250,0.061775,0.064356,0.068458,0.063570,0.045455
0.045455,0.078197,0.126594,0.315998,0.045455,0.050416,0.077910,0.077910,0.045701,0.045455
0.045455,0.182861,0.045455,0.331645,0.045455,0.057826,0.045455,0.045455,0.064031,0.045455
0.045455,0.136282,0.062977,0.221195,0.045455,0.049261,0.119923,0.071738,0.111351,0.045455
0.045455,0.237402,0.057871,0.105824,0.045455,0.046072,0.122671,0.114769,0.088119,0.045455
0.045455,0.091754,0.114882,0.320669,0.045455,0.051823,0.073226,0.073226,0.047148,0.045455
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
