0.049011,0.084488,0.173107,0.143314,0.078534,0.073051,0.048134,0.166810,0.047104,0.045537
0.048179,0.079110,0.188943,0.132056,0.074799,0.067916,0.048539,0.177173,0.046871,0.045506
0.048516,0.078095,0.193413,0.130719,0.076824,0.070011,0.048852,0.170178,0.046962,0.045520
0.048657,0.085626,0.176928,0.141304,0.082597,0.070435,0.049074,0.161674,0.047318,0.045479
0.048308,0.084303,0.191785,0.130675,0.079603,0.067140,0.049055,0.165625,0.047118,0.045479
0.048037,0.083027,0.202740,0.130403,0.080002,0.072523,0.048999,0.150985,0.046849,0.045525
0.048411,0.087005,0.195049,0.126242,0.081319,0.073248,0.048497,0.156803,0.047023,0.045493
0.047672,0.061653,0.120226,0.098839,0.065210,0.058410,0.047642,0.317152,0.046805,0.045481
0.047480,0.098759,0.173004,0.118870,0.079334,0.068599,0.047892,0.183575,0.046056,0.045523
0.048306,0.075671,0.311549,0.078945,0.061579,0.062680,0.046321,0.132918,0.045667,0.045455
