0.052372,0.093108,0.202016,0.167901,0.087903,0.082284,0.052359,0.072034,0.053624,0.045491
0.052264,0.093950,0.147999,0.184039,0.084783,0.074288,0.050227,0.072210,0.103787,0.045542
0.052904,0.086017,0.186404,0.174985,0.084312,0.082739,0.050625,0.069485,0.076095,0.045525
0.052351,0.088115,0.143714,0.179060,0.080431,0.068763,0.050402,0.065004,0.135695,0.045555
0.052189,0.095594,0.174504,0.178765,0.088818,0.074070,0.051150,0.070972,0.077561,0.045469
0.057944,0.108977,0.128999,0.177464,0.090017,0.074338,0.050754,0.066223,0.108556,0.045819
0.052113,0.089260,0.199619,0.175192,0.081951,0.068713,0.049692,0.065095,0.081897,0.045559
0.054742,0.101844,0.121433,0.197024,0.093173,0.084023,0.055839,0.076931,0.078575,0.045506
0.047093,0.061473,0.081566,0.161832,0.050410,0.055575,0.048906,0.058031,0.298752,0.045455
0.050602,0.119004,0.093196,0.192726,0.104762,0.117394,0.055403,0.085094,0.045455,0.045455
