0.054538,0.070756,0.158341,0.146907,0.085437,0.077504,0.051752,0.140241,0.076129,0.047487
0.055023,0.079982,0.131092,0.156052,0.078984,0.080604,0.051866,0.126007,0.101021,0.048461
0.052584,0.075705,0.114585,0.157066,0.082561,0.074502,0.049887,0.078748,0.175570,0.047883
0.050168,0.073245,0.153570,0.133696,0.086028,0.072462,0.047808,0.097375,0.146858,0.047881
0.050000,0.074028,0.161424,0.177026,0.087198,0.075121,0.049402,0.095672,0.090713,0.048507
0.053030,0.075794,0.132670,0.149163,0.084746,0.079497,0.050314,0.128790,0.107309,0.047777
0.061778,0.075911,0.162239,0.132213,0.105446,0.082052,0.052759,0.137055,0.053949,0.045689
0.055442,0.087733,0.163763,0.128702,0.071388,0.074820,0.054901,0.153339,0.071852,0.047150
0.047957,0.063626,0.124435,0.093383,0.058279,0.068289,0.046854,0.064413,0.294792,0.047064
0.050693,0.071824,0.146381,0.150294,0.089242,0.104170,0.050194,0.102535,0.097035,0.046724
