0.066750,0.058321,0.064341,0.091593,0.054528,0.058612,0.046615,0.356446,0.065890,0.045995
0.065670,0.086863,0.120641,0.212203,0.093809,0.092709,0.051097,0.076953,0.062031,0.047116
0.048673,0.063277,0.274359,0.124517,0.052130,0.131867,0.047201,0.073180,0.047560,0.046327
0.063482,0.081395,0.161940,0.155290,0.068447,0.080319,0.048697,0.141241,0.061255,0.047025
0.080841,0.065805,0.169124,0.157074,0.063943,0.070765,0.047622,0.128227,0.079488,0.046203
0.062740,0.066424,0.317107,0.112017,0.061748,0.065119,0.047846,0.068602,0.061143,0.046345
0.092529,0.114270,0.083354,0.165196,0.076066,0.093554,0.051237,0.096325,0.087925,0.048636
0.052405,0.130045,0.133881,0.173650,0.056720,0.078176,0.048479,0.135222,0.054873,0.045640
0.056828,0.053207,0.106900,0.130581,0.055643,0.051187,0.045842,0.306615,0.056433,0.045854
0.066333,0.073034,0.136814,0.175511,0.112457,0.118619,0.054071,0.064771,0.062025,0.045455
